county,constituency_code,constituency_name,office_location,landmark,distance_from_landmark,latitude,longitude,geocode_method,geocode_confidence,accuracy_meters,formatted_address,successful_geocode_query,total_queries_tried,geocode_status
Mombasa,,Changamwe,At Changamwe firestation,Changamwe firestation,0 meters,-4.0169653,39.6086385,tomtom,0.6193149089800001,5898.184098127718,"Changamwe, Coast","Changamwe, Mombasa County, Kenya",1,enhanced
Mombasa,,Jomvu,Mikindani Police Station,Mikindani Police Station,0 meters,-4.0435,39.6682,constituency_center,0.4,10000.0,"Jomvu Constituency Center, Mombasa",CONSTITUENCY_CENTER,1,enhanced
Mombasa,,Kisauni,"Bamburi Fisheries, Shangaza Estate House 9",Supa Loaf Bakery,50 meters,-4.0434,39.6683,constituency_center_offset,0.4,10000.0,"Kisauni Constituency Center, Mombasa",CONSTITUENCY_CENTER,1,enhanced
Mombasa,,Nyali,Chiefs office Kongowea,DCC Nyali's office,0 meters,-4.0542845,39.6904348,tomtom,0.64365310669,4434.760170296207,"Nyali, Coast","Nyali, Mombasa County, Kenya",1,enhanced
Mombasa,,Likoni,Shika Adabu,Shika Adabu Chiefs office,10 meters,-4.0433,39.6684,constituency_center_offset,0.4,10000.0,"Likoni Constituency Center, Mombasa",CONSTITUENCY_CENTER,1,enhanced
Mombasa,,Mvita,"Kizingo, Rashid Sajad road",Chef Royale Restaurant,20 meters,-4.0432,39.6685,constituency_center_offset,0.4,10000.0,"Mvita Constituency Center, Mombasa",CONSTITUENCY_CENTER,1,enhanced
Kwale,,Msambweni,Msambweni Dcc's Office Compound,Subcounty Headquarters of,100 Metres,-4.180233786270461,39.4556315137532,provider_refined:locationiq,0.6,200.0,"County Government Headquarters, Kwale, Coast, Kenya",,0,success
Kwale,,Lungalunga,Mbuyuni Area Next to Rafiki Yetu Building,Mnarani (Communication Mast),100 Metres,0.5549499270418363,37.90330264432511,provider_refined:locationiq,0.6,200.0,Kenya,,0,success
Kwale,,Matuga,"IEBC Offices, Kwale Town, Opposite Ministry of","Baraza Park, Kwale Town",200 Metres,1.761309087203347,40.05690704072601,provider_refined:locationiq,0.6,400.0,"IEBC Offices, Wajir, North-Eastern, Kenya",,0,success
Kwale,,Kinango,"Bebora Plaza, 3rd Floor, Kinango Town",Chief's Office Kinango Town,10 Metres,-4.1362573,39.3191131,tomtom,0.61933107376,76103.88792444555,"Kinango, Coast","Kinango, Kwale County, Kenya",1,enhanced
Kilifi,,Kilifi North,Next To Huduma Centre Kilifi,Kilifi Bridge,550 Metres,-3.6337024,39.8498467,tomtom,0.9,37710.57791682659,"Kilifi North, Coast","Kilifi North, Kilifi County, Kenya",1,enhanced
Kilifi,,Kilifi South,Majengo Kanamai,Matatu Terminus - Majengo Kanamai,600 Metres,-3.4809846243509983,39.57069245703246,provider_refined:locationiq,0.6,1200.0,"majengo waterpan, Kilifi, Coast, Kenya",,0,success
Kilifi,,Kaloleni,Adjacent To St.Johns Girls Sec. School,Ack Church Kaloleni,50 Metres,-3.8168669,39.6266002,tomtom,0.61928272247,23973.148562334663,"Kaloleni, Coast","Kaloleni, Kilifi County, Kenya",1,enhanced
Kilifi,,Rabai,Shikaadabu,Cdf Office/Shikaadabu Dispensary,500 Metres,-3.933556896357174,39.55767229778836,provider_refined:locationiq,0.6,1000.0,"Rabai Power Plant, Kilifi, Coast, Kenya",,0,success
Kilifi,,Ganze,Ganze Town,Ganze Sub-County Police Hq.,0,-3.5367319,39.6923692,tomtom,0.61924247742,49552.740016633885,"Ganze, Coast","Ganze, Kilifi County, Kenya",0,enhanced
Kilifi,,Malindi,Maweni Area - Near Judo,Malindi Sub-County Hospital,600 Metres,-3.2131856,40.1180017,tomtom,0.61958055496,27927.669641877183,"Malindi, Coast","Malindi, Kilifi County, Kenya",1,enhanced
Kilifi,,Magarini,Near Mwembe Resort,Mwembe Resort,300 Metres,-3.038199579822446,40.07039792355241,provider_refined:locationiq,0.6,600.0,"Magarini, Malindi, Coast, Kenya",,0,success
Tana River,,Garsen,Garsen Town,Kcb Bank,100 Metres,-2.271394884365789,40.1079804365792,provider_refined:nominatim,0.65,200.0,"Garsen Town, Garsen, Tana River, Kenya",,0,success
Tana River,,Galole,Hola Town,Kenya Medical Training,50 Metres,-1.4979507888352908,40.03455129279918,provider_refined:nominatim,0.65,100.0,"Hola, Galole, Tana River, 70101, Kenya",,0,success
Tana River,,Bura,Bura Town,National Government Offices,0 Metres,-1.194328,39.8434663,provider_refined:nominatim,0.65,50.0,"Bura West, Bura, Tana River, Kenya",,0,success
Lamu,,Lamu East,Batuli Mudh-hir Haji Building - Faza,Post Office - Faza,Adjacent,-2.2696,40.9006,pending,0.0,9999.0,Geocoding failed for Lamu East,,0,enhanced
Lamu,,Lamu West,Ministry of Housing Office Building - Mokowe,Public Work Office - Mokowe,100 Metres,-2.2695,40.9007,pending_offset,0.0,9999.0,Geocoding failed for Lamu West,,0,enhanced
Taita Taveta,,Taveta,Next to Probation office Taveta,Probation Office Taveta,5 Metres,-3.392203,37.674121,tomtom,0.8764891624500001,63430.41382911961,"Taveta, Coast","Taveta, Taita Taveta County, Kenya",1,enhanced
Taita Taveta,,Wundanyi,Along Administration offices(Deputy County,Next to Kenya Forest Service County office 50 Meters,,-2.8411706,37.909934,nominatim,0.7,10.0,"Shield, Kenya, B54, Marlal, Kuku, Kuku ward, Loitokitok, Kajiado, Kenya","Wundanyi, Taita Taveta County, Kenya",1,enhanced
Taita Taveta,,Mwatate,"Mwatate old market, along Wundanyi road",Tavevo water and sewerage company ltd 50 Meters,,0.5545966278046405,37.90242333723317,provider_refined:locationiq,0.6,200.0,Kenya,,0,success
Taita Taveta,,Voi,Behind Taita Taveta County Public Service,Voi Remand GK prison,100 Metres,-3.4435818,39.161387,nominatim,0.5,19942.0387035259,"Voi, Ganze, Kilifi, Kenya","Voi, Taita Taveta County, Kenya",1,enhanced
Garissa,,Garissa Township,"Off Lamu Road, Behind Ministry Of Water Garage",,,-0.4459246,39.652735,tomtom,0.60950593948,4957.994697786109,"Dujis Garissa, North Eastern","Garissa Township, Garissa County, Kenya",1,enhanced
Garissa,,Balambala,Balambala Town Next To Dc’s Office,,,-0.0953748,39.3509291,tomtom,0.61926660538,85160.68373524764,"Balambala, North Eastern","Balambala, Garissa County, Kenya",1,enhanced
Garissa,,Lagdera,"Modogashe Town, Opposite Police Station",,,0.5026229,38.7714862,tomtom,0.61925854683,88487.78935445493,"Lagdera, North Eastern","Lagdera, Garissa County, Kenya",1,enhanced
Garissa,,Dadaab,"Dadaab Town, Opposite Un Compound",,,0.0522555,40.3084786,tomtom,0.61929073334,94665.47465209856,"Dadaab, North Eastern","Dadaab, Garissa County, Kenya",1,enhanced
Garissa,,Fafi,Next To Dc’s Office,,,0.0090771,40.3769563,tomtom,0.61925053596,113068.82050370694,"Fafi, North Eastern","Fafi, Garissa County, Kenya",1,enhanced
Garissa,,Ijara,"Masalani Town, Next To Dc’s Office.",,,-1.5956289,40.5147259,tomtom,0.61924247742,105916.5556409174,"Ijara, North Eastern","Ijara, Garissa County, Kenya",1,enhanced
Wajir,,Wajir North,Bute,Police Station,100 Metres,1.7488,40.0582,pending,0.0,9999.0,Geocoding failed for Wajir North,,0,enhanced
Wajir,,Wajir East,Wajir,Huduma Centre,20 Metres,1.7489,40.0583,pending_offset,0.0,9999.0,Geocoding failed for Wajir East,,0,enhanced
Wajir,,Tarbaj,Tarbaj,Ward Administrator’s Office,50 Metres,1.749,40.0584,pending_offset,0.0,9999.0,Geocoding failed for Tarbaj,,0,enhanced
Wajir,,Wajir West,Giriftu,DCC’s Office,100 Metres,1.7491,40.0585,pending_offset,0.0,9999.0,Geocoding failed for Wajir West,,0,enhanced
Wajir,,Eldas,Eldas,DC‘s Residence,50 Metres,1.7492,40.0586,pending_offset,0.0,9999.0,Geocoding failed for Eldas,,0,enhanced
Wajir,,Wajir South,Habaswein,AP Camp,100 Metres,1.7493,40.0587,pending_offset,0.0,9999.0,Geocoding failed for Wajir South,,0,enhanced
Mandera,,Banissa,"Banissa Town, Along Banissa-Rhamu Road",Next to Malkamari Hotel,20 Meters,3.9264,41.8423,pending,0.0,9999.0,Geocoding failed for Banissa,,0,enhanced
Mandera,,Mandera West,Opposite Takaba Primary Main Gate,Takaba Primary School,20 Meters,3.9265,41.842400000000005,pending_offset,0.0,9999.0,Geocoding failed for Mandera West,,0,enhanced
Mandera,,Mandera North,Inside Mandera North DCC's Compound,DCC Compound-Mandera North,Within Mandera North DCC Com-pound,3.762383,40.9283306,tomtom,0.9,79314.57320016577,"Mandera North, North Eastern","Mandera North, Mandera County, Kenya",1,enhanced
Mandera,,Mandera South,Elwak CBD Along Elwak-Wajir Road,Dido Petrol Station,30 Metres,3.9266,41.8425,pending_offset,0.0,9999.0,Geocoding failed for Mandera South,,0,enhanced
Mandera,,Mandera East,Off Suftu Road Behind Blue Light Petrol Station,Blue Light Petrol Station,50 Metres,3.9267,41.8426,pending_offset,0.0,9999.0,Geocoding failed for Mandera East,,0,enhanced
Mandera,,Lafey,Lafey Town,Next To Lafey Primary School,100 Metres,3.4970367,41.183628,nominatim,0.5,66782.01589001699,"Lafey, Mandera, Kenya","Lafey, Mandera County, Kenya",1,enhanced
Marsabit,,Moyale,ACK Moyale.,St. Paul Training Center,Within the Compound,2.3341,37.9902,pending,0.0,9999.0,Geocoding failed for Moyale,,0,enhanced
Marsabit,,North Horr,Nyota Self Help Group North Horr,Adjacent to AP Camp,300 Metres,2.3342,37.990300000000005,pending_offset,0.0,9999.0,Geocoding failed for North Horr,,0,enhanced
Marsabit,,Saku,"ACK Saku Offices Building,",St. Peter Cathedral,Within The Compound,2.3343,37.9904,pending_offset,0.0,9999.0,Geocoding failed for Saku,,0,enhanced
Marsabit,,Laisamis,DCC Office Laisamis,DCC Office,DCC Compound,2.3344,37.9905,pending_offset,0.0,9999.0,Geocoding failed for Laisamis,,0,enhanced
Isiolo,,Isiolo North,Isiolo Town,Opposite Isiolo County Assembly,10 Metres,0.3654264,37.5899505,tomtom,0.9,176276.5092708547,"Isiolo North, Eastern","Isiolo North, Isiolo County, Kenya",1,enhanced
Isiolo,,Isiolo South,Garbatulla Town,Garbatulla Catholic Mission,Within Garbatulla Catholic,0.3547,37.5822,pending,0.0,9999.0,Geocoding failed for Isiolo South,,0,enhanced
Meru,,Buuri,Timau,DCC Buuri West Office,Sharing Building,0.0847934,37.2398001,tomtom,0.61933107376,41579.139137367965,"Buuri, Eastern","Buuri, Meru County, Kenya",1,enhanced
Meru,,Igembe Central,Kangeta,DCC Office,100 Meters,0.05,37.65,county_center,0.3,25000.0,Meru County Center,COUNTY_CENTER,1,enhanced
Meru,,Igembe North,Laare,Shell Petrol Station (Kajuko Centre),500 Meters,0.0501,37.6501,county_center_offset,0.3,25000.0,Meru County Center,COUNTY_CENTER,1,enhanced
Meru,,Tigania West,Kianjai Town,Kianjai National Bank,100 Meters,0.0502,37.6502,county_center_offset,0.3,25000.0,Meru County Center,COUNTY_CENTER,1,enhanced
Meru,,Tigania East,Muriri DCC Compound,DCC Office,100 Metres,0.0503,37.6503,county_center_offset,0.3,25000.0,Meru County Center,COUNTY_CENTER,1,enhanced
Meru,,North Imenti,Meru Town,Meru Huduma Center,300 Meters,0.0504,37.6504,county_center_offset,0.3,25000.0,Meru County Center,COUNTY_CENTER,1,enhanced
Meru,,Igembe South,Maua Town,Maua Police Station,150 Meters,0.0505,37.6505,county_center_offset,0.3,25000.0,Meru County Center,COUNTY_CENTER,1,enhanced
Meru,,Central Imenti,Gatimbi Market,Equator Signpost,800 Meters,0.0506,37.6506,county_center_offset,0.3,25000.0,Meru County Center,COUNTY_CENTER,1,enhanced
Meru,,South Imenti,Nkubu,Consolata Hospital Nkubu,2km,0.0507,37.6507,county_center_offset,0.3,25000.0,Meru County Center,COUNTY_CENTER,1,enhanced
Tharaka-Nithi,,Maara,"DCC Compound, Kienganguru",DCC Compound,100 Metres,-0.23562053175243766,37.63238754501547,provider_refined:locationiq,0.6,200.0,"Maara, Mwimbi, Tharaka-Nithi, Kenya",,0,success
Tharaka-Nithi,,Chuka/ Igambang'ombe,"Chuka Town, Sub County Office Compound",Opposite Trans National Bank,200 Metres,-1.2852933911055249,36.82163095607712,provider_refined:locationiq,0.6,400.0,"Trans National Bank, City Hall Way, Nairobi, Nairobi Area, Kenya",,0,success
Tharaka-Nithi,,Tharaka,"Marimanti Town, DCC Compound",DCC Offices,200 Metres,-1.055038136942407,36.7815601671066,provider_refined:locationiq,0.6,400.0,"Githunguri DCC’S office, Kiambu, Central, Kenya",,0,success
Embu,,Manyatta,Embu Town-Along Embu-Meru Highway,Ack Embu Cathedral Church,25 Metres,-0.539,37.4574,county_center,0.3,25000.0,Embu County Center,COUNTY_CENTER,1,enhanced
Embu,,Runyenjes,"Embu East DCC Bulding, 1st Floor","DCC Offices, Embu East",10 Metres,-0.5389,37.4575,county_center_offset,0.3,25000.0,Embu County Center,COUNTY_CENTER,1,enhanced
Embu,,Mbeere South,Kiritiri Town,DCC Offices - Mbeere East Subcounty,200 Metres,-0.5388000000000001,37.4576,county_center_offset,0.3,25000.0,Embu County Center,COUNTY_CENTER,1,enhanced
Embu,,Mbeere North,DCC Compound Mbeere North Subcounty,DCC Offices,15 Metres,-0.5387000000000001,37.4577,county_center_offset,0.3,25000.0,Embu County Center,COUNTY_CENTER,1,enhanced
Kitui,,Mwingi North,Kyuso Town,Behind Equity Bank,200 ft,-1.367,38.0106,county_center,0.3,25000.0,Kitui County Center,COUNTY_CENTER,1,enhanced
Kitui,,Mwingi West,Migwani market - inside DCC Office Complex,Baraza Park,30 Metres,-1.3669,38.0107,county_center_offset,0.3,25000.0,Kitui County Center,COUNTY_CENTER,1,enhanced
Kitui,,Mwingi Central,Mwingi Town Opposite NCPB Mwingi Depot,National Cereals and Produce Board (NCPB) Mwingi Depot,5 Metres,-0.9196838,38.468054,nominatim,0.5,62771.94424211724,"Mwingi Central, Kitui, Kenya","Mwingi Central, Kitui County, Kenya",1,enhanced
Kitui,,Kitui West,Matinyani,Matinyani DCC Offices,2 KMs,-1.3668,38.0108,county_center_offset,0.3,25000.0,Kitui County Center,COUNTY_CENTER,1,enhanced
Kitui,,Kitui Rural,Kwa Vonza Town,Kitui Rural CDF Building,0 Metres,-1.6456293,37.8445646,tomtom,0.9,55047.61600418021,"Kitui Rural, Eastern","Kitui Rural, Kitui County, Kenya",1,enhanced
Kitui,,Kitui Central,"Along DCC - Kitui Hospital Road, opposite",Kafoca Hotel,20 Metres,-1.3667,38.0109,county_center_offset,0.3,25000.0,Kitui County Center,COUNTY_CENTER,1,enhanced
Kitui,,Kitui East,Zombe Town,Zombe Police Station,10 Metres,-1.3666,38.011,county_center_offset,0.3,25000.0,Kitui County Center,COUNTY_CENTER,1,enhanced
Kitui,,Kitui South,Ikutha Town,Opposite Registry Office,100 Metres,-1.3665,38.0111,county_center_offset,0.3,25000.0,Kitui County Center,COUNTY_CENTER,1,enhanced
Machakos,,Masinga,Masinga Town Opposite MULKAS petrol,,,-0.9756653,37.6061343,tomtom,0.61932301521,40573.92640566651,"Masinga, Eastern","Masinga, Machakos County, Kenya",1,enhanced
Machakos,,Yatta,National Cereals and Produce Board,,,-1.2883127,37.6795808,tomtom,0.6193149089800001,39086.95720627905,"Yatta, Eastern","Yatta, Machakos County, Kenya",1,enhanced
Machakos,,Kangundo,"Ministry Of Works Bulding,Opposite Kangundo",,,-1.3029609,37.3481508,tomtom,0.61927466393,13081.98853960906,"Kangundo, Eastern","Kangundo, Machakos County, Kenya",1,enhanced
Machakos,,Matungulu,Kangundo Junior School Within Tala Town,,,-1.2354828,37.3298765,tomtom,0.61930685043,22037.54866028722,"Matungulu, Eastern","Matungulu, Machakos County, Kenya",1,enhanced
Machakos,,Kathiani,DCCs Office block,,,-1.4134371,37.332076,tomtom,0.61927466393,17182.480782178176,"Kathiani, Eastern","Kathiani, Machakos County, Kenya",1,enhanced
Machakos,,Mavoko,DCC Office Compound in Athi River,,,-1.4680665,37.0950989,tomtom,0.61937127113,27388.540910278218,"Mavoko, Eastern","Mavoko, Machakos County, Kenya",1,enhanced
Machakos,,Machakos Town,"IEBC County Offices compound,behind",,,-1.5184295,37.2668947,tomtom,0.9,31827.860082524054,"Machakos Town, Eastern","Machakos Town, Machakos County, Kenya",1,enhanced
Machakos,,Mwala,Makutano ya Mwala Shopping centre,,,-1.3521511,37.455706,tomtom,0.61924247742,35814.69134430637,"Mwala, Eastern","Mwala, Machakos County, Kenya",1,enhanced
Makueni,,Mbooni,Tawa Social Hall,Tawa Law Courts,80 Metres,1.7273667523052882,40.008316667835025,provider_refined:locationiq,0.6,160.0,"social hall, 321, Mayalo Road, Wajir, North-Eastern, 213, Kenya",,0,success
Makueni,,Kilome,Kwa DC (Malili),Konza City (Malili),1 km (along NBI-MSA Highway),-1.661541919851619,37.449549119600825,provider_refined:locationiq,0.6,2000.0,"Kwa Kimeu, Makueni, Eastern, Kenya",,0,success
Makueni,,Kaiti,Mukuyuni Shopping Centre (CDF Compound),Mukuyuni Police Station,200 Metres,-1.1952591331045914,36.74634258721092,provider_refined:locationiq,0.6,400.0,"Shade to Market shopping center, Kiambu, Central, Kenya",,0,success
Makueni,,Kibwezi West,Makindu Town,DCCs Office,Same compound,-2.2607974347354616,37.802838753558575,provider_refined:locationiq,0.6,200.0,"Makindu, Makueni, Eastern, Kenya",,0,success
Makueni,,Kibwezi East,Kambu Lutheran Church,Kambu Sub County (Ministry of Interior Office),150 Metres,-3.1710879294221708,39.862340909572715,provider_refined:locationiq,0.6,300.0,"Lutheran Church, Malindi, Coast, Kenya",,0,success
Nyandarua,,Kinangop,Elacy Trading Center First Floor,North Kinangop Subcounty Headquarters,50 Meters,-0.7256199,36.6568935,tomtom,0.61933908463,24954.091055797337,"Kinangop, Central","Kinangop, Nyandarua County, Kenya",1,enhanced
Nyandarua,,Kipipiri,Kipipiri Subcounty Headquaters,Kipipiri Subcounty Headquaters,Within,-0.5886111,36.490248,tomtom,0.61927466393,27818.399951047704,"Kipipiri, Central","Kipipiri, Nyandarua County, Kenya",1,enhanced
Nyandarua,,Ol Kalou,IEBC County Headqauters,Posta Building Olkalou,Within,-0.2758052169620526,36.37736064594656,provider_refined:locationiq,0.6,200.0,"Ol Kalou, Nyandarua, Central, Kenya",,0,success
Nyandarua,,Ol Jorok,Nyandarua West Subcounty Headquaters,Nyandarua West Subcounty Headquaters,Within,-0.274915,36.377233,locationiq,0.6,50.0,"Ol Kalou, Nyandarua, Central, Kenya","Ol Jorok, Nyandarua County, Kenya",1,enhanced
Nyandarua,,Ndaragwa,Ndaragwa Township Next to Central Ward MCA,Ndaragwa Police Station,50 to 100 Meters,-0.0587899,36.5278259,tomtom,0.61926660538,29778.91431169676,"Ndaragwa, Central","Ndaragwa, Nyandarua County, Kenya",1,enhanced
Nyeri,,Tetu,Tetu Sub County Headquarters,Deputy County Commissioner(DCC) Offices or Tetu,50 Meters,-0.4167,36.95,county_center,0.3,25000.0,Nyeri County Center,COUNTY_CENTER,1,enhanced
Nyeri,,Kieni,Mweiga Town,Next To Equity Atm,1 Meter,-0.4166,36.950100000000006,county_center_offset,0.3,25000.0,Nyeri County Center,COUNTY_CENTER,1,enhanced
Nyeri,,Mathira,"2nd Floor Room 18, Mathira East",Karatina Law Courts,Opposite The Law Courts,-0.4165,36.9502,county_center_offset,0.3,25000.0,Nyeri County Center,COUNTY_CENTER,1,enhanced
Nyeri,,Othaya,DCC Offices Grounds,DCC Office,Within DCC Offices,-0.4164,36.950300000000006,county_center_offset,0.3,25000.0,Nyeri County Center,COUNTY_CENTER,1,enhanced
Nyeri,,Mukurwe-Ini,Mukurwe-ini DCC Grounds Offices,Near mukurwe-ini sub county hospital,200 Meters,-0.56092,37.04759,locationiq,0.6,50.0,"Mukurwe-ini, Nyeri, Central, Kenya","Mukurwe-Ini, Nyeri County, Kenya",1,enhanced
Nyeri,,Nyeri-Town,DCC Offices Grounds,Huduma Center,50 Meters,-0.4163,36.9504,county_center_offset,0.3,25000.0,Nyeri County Center,COUNTY_CENTER,1,enhanced
Kirinyaga,,Mwea,County Council Offices Wanguru,Wanguru Police Station,50 Metres,-0.6770557384186898,34.77149233812036,provider_refined:locationiq,0.6,100.0,"Kisii County Council Offices, Kisii Central, Nyanza, Kenya",,0,success
Kirinyaga,,Gichugu,All Saints Kianyaga ACK,Raimu Primary School,50 Metres,-1.2888420302236194,36.8135007986176,provider_refined:locationiq,0.6,100.0,"All Saints Cathedral, Kenyatta Avenue, Nairobi, Nairobi Area, P.O Box 40539 Nairobi, Nairobi City, Kenya",,0,success
Kirinyaga,,Ndia,Baricho Town,A.C.K St Philips - Baricho,0.5metres,-1.444345,36.678405,provider_refined:locationiq,0.6,50.0,"ACK Road, Kajiado, Rift Valley, Kenya",,0,success
Kirinyaga,,Kirinyaga Central,Kerugoya Municipal Council Offices,Kerugoya Police Station/Kerugoya State,50 Metres,-0.6617480412222081,37.218835691614636,provider_refined:locationiq,0.6,100.0,"Sagana Police Station, C73, Kirinyaga, Central, Kenya",,0,success
Kirinyaga,,Murang’a,County,,,-0.553624,37.302367,locationiq,0.6,50.0,"Kirinyaga, Central, Kenya","Murang’a, Kirinyaga County, Kenya",1,enhanced
Kirinyaga,,Kangema,Kangema Town,DCC’s offices.,Within th DCC's office,-0.553911641960658,37.3015148795392,provider_refined:locationiq,0.6,200.0,"Kirinyaga, Central, Kenya",,0,success
Kirinyaga,,Mathioya,Kiria-Ini Town,DCC’s offices.,Within th DCC's office,-0.7151747212745017,37.18859741058953,provider_refined:locationiq,0.6,200.0,"River Mathioya, Gikuu, Kiharu, Murang'a County, Kenya",,0,success
Kirinyaga,,Kiharu,Murang’a -,"Along Kenol Murang'a Road, Next To Rubis Petrol Station at",100 Meters,-0.554459045931218,37.30270089829006,provider_refined:locationiq,0.6,200.0,"Kirinyaga, Central, Kenya",,0,success
Kirinyaga,,Mukuyu,Mukuyu,,,-0.5009378,37.2790147,tomtom,0.42639908791,25930.368340658475,"Kirinyaga Central, Central","Mukuyu, Kirinyaga County, Kenya",1,enhanced
Kirinyaga,,Kigumo,Kangari Town,"East End Mall, Building, 3rd Floor. Kangari Town.",Within Muungano Microfinance buidling,-0.10734667911917804,34.751131413627256,provider_refined:locationiq,0.6,200.0,"The West End Mall, Kisumu, Nyanza, Kenya",,0,success
Kirinyaga,,Maragwa,Makuyu,"World Vision Block adjudcent to ACC’s Office, Makuyu",20 Meters ACCs office Makuyu,-0.5537403255982971,37.30222980930505,provider_refined:locationiq,0.6,50.0,"Kirinyaga, Central, Kenya",,0,success
Kirinyaga,,Kandara,Kandara Town,"Hurukai House, 2nd Floor Above Amica Sacco, 500 meters",500 Meters from DCC's office,-0.9038193206175102,36.99762646473868,provider_refined:locationiq,0.6,1000.0,"Kandara, Maragua, Central, Kenya",,0,success
Kirinyaga,,Gatanga,Kirwara Town,"Next to Amica Sacco Building, Ground Floor. Kirwara Town.",20 Meters from Kirwara Police Station,-0.5536574994940167,37.30219027458024,provider_refined:locationiq,0.6,50.0,"Kirinyaga, Central, Kenya",,0,success
Kiambu,,Gatundu South,DCC Compound,Gatundu Level 5 Hospital,100 Meters,-0.9871052,36.8521188,nominatim,0.5,15455.296217164538,"Gatundu South, Kiambu, 01030, Kenya","Gatundu South, Kiambu County, Kenya",1,enhanced
Kiambu,,Gatundu North,Kamwangi,DCC Office Kamwangi,Within DCC Office Compound,-0.9577935539718846,36.89981535169263,provider_refined:nominatim,0.65,200.0,"Kamwangi, Chania ward, Gatundu North, Kiambu, Kenya",,0,success
Kiambu,,Juja,Menja Vision Plaza,Behind Agakhan Hospital,30 Metres,-1.327335022230231,36.852671398581265,provider_refined:locationiq,0.6,60.0,"Vision plaza, Mombasa Road, Nairobi, Nairobi Area, Kenya",,0,success
Kiambu,,Thika Town,Afc Building Thika,Buffalo Grill & Butchery,100 Metres,-1.0390409978909887,37.07258074601359,provider_refined:nominatim,0.65,200.0,"BUFFALO GRILL AND BUTCHERY, Kenyatta Highway, Thika, Thika Town, Kiambu, 01000, Kenya",,0,success
Kiambu,,Ruiru,Ruiru Law Courts,Ruiru Law Courts,20 Meters,-1.1480309,36.9605921,tomtom,0.61991062164,17272.232670649904,"Ruiru, Central","Ruiru, Kiambu County, Kenya",1,enhanced
Kiambu,,Githunguri,DCC Compound,DCC Offices,7 Metres,-1.056078,36.783028,provider_refined:locationiq,0.6,50.0,"Githunguri DCC’S office, Kiambu, Central, Kenya",,0,success
Kiambu,,Kiambaa,Kiambaa Subcounty DCC Office Compoud,Kiambaa Subcounty DCC Building (Orange),Afew Metres,-1.163481,36.7572751,tomtom,0.61959667206,9340.764240595508,"Kiambaa, Central","Kiambaa, Kiambu County, Kenya",1,enhanced
Kiambu,,Kabete,Kabete Sub County Government Premises.,Wangige Sub County Hospital,100 Metres,-1.170339329910927,36.83069276657712,provider_refined:locationiq,0.6,200.0,"Kiambu Sub County Hospital, Biashara Street Kiambu, Kiambu, Central, Kenya",,0,success
Kiambu,,Kikuyu,Kikuyu Town,K-Unity Bank,Zero,-1.2436406504848108,36.66372101484702,provider_refined:nominatim,0.65,200.0,"Kikuyu, Kiambu, 00109, Kenya",,0,success
Kiambu,,Limuru,Directorate Of Public Works-Limuru,Limuru Law Courts,200 Metres,-1.1093486,36.6432176,tomtom,0.61994285583,16753.636860613067,"Limuru, Central","Limuru, Kiambu County, Kenya",1,enhanced
Kiambu,,Lari,"Along Nairobi - Nakuru Highway, Within Ki-",Kimende Town,Within,-1.0262720218048393,36.630755629360515,provider_refined:locationiq,0.6,200.0,"Lari, Kiambu, Central, Kenya",,0,success
Turkana,,Turkana North,DCC's Compound Lokitaung',DCC's Office,10 Metres,-0.296178,35.794009,provider_refined:locationiq,0.6,50.0,"District Officer's Office, Elburgon, Nakuru, Rift Valley, 20102, Kenya",,0,success
Turkana,,Turkana West,Old DCC's Office Kakuma,Refugees Affairs Services Offices,5 Metres,1.015231,39.495124,provider_refined:locationiq,0.6,50.0,"Old Habawein DCs Office, Wajir, North-Eastern, Kenya",,0,success
Turkana,,Turkana Central,DCC's Compound Lodwar,Huduma Centre,10 Metres,3.714627,34.85657,provider_refined:locationiq,0.6,50.0,"Lutheran World Foundation Compound, Turkana, Rift Valley, Kenya",,0,success
Turkana,,Loima,DCC's Compound Lorgum,DCC's Office,10 Metres,-0.296178,35.794009,provider_refined:locationiq,0.6,50.0,"District Officer's Office, Elburgon, Nakuru, Rift Valley, 20102, Kenya",,0,success
Turkana,,Turkana South,DCC's Compound Lokichar,DCC's Office,5 Metres,-0.296178,35.794009,provider_refined:locationiq,0.6,50.0,"District Officer's Office, Elburgon, Nakuru, Rift Valley, 20102, Kenya",,0,success
Turkana,,Turkana East,DCC's Compound Lokori,DCC's Office,5 metres,-0.296178,35.794009,provider_refined:locationiq,0.6,50.0,"District Officer's Office, Elburgon, Nakuru, Rift Valley, 20102, Kenya",,0,success
West Pokot,,Kapenguria,Deputy Commissioner’s Compound,DCC Offices,10 Meters,1.24007,35.119977,provider_refined:locationiq,0.6,50.0,"West Pokot County Assembly Offices, West Pokot, Rift Valley, Kenya",,0,success
West Pokot,,Sigor,KVDA,KVDA Offices,0 Metres,0.519374,35.274852,provider_refined:locationiq,0.6,50.0,"KVDA, Uasin Gishu, Rift Valley, Kenya",,0,success
West Pokot,,Kacheliba,Holy Cross Catholic Church Kacheliba Catholic Church,100 Meters,,-1.2837391150473236,36.75983393994353,provider_refined:locationiq,0.6,200.0,"Holy Cross Catholic Church, Serenity Road, Nairobi, Nairobi Area, Kenya",,0,success
West Pokot,,Pokot South,St Marks Development Centre,DCC Offices,200 Meters,0.5546580076578149,37.904845805095825,provider_refined:locationiq,0.6,400.0,Kenya,,0,success
