title,sponsor,status,date,url,pdf_url,source,category,summary,text_content,analysis_status,created_at
"Regional Development Authorities Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Regional%20Development%20Authorities%20Bill%2C%202023.pdf,https://www.parliament.go.ke/sites/default/files/2023-04/Regional%20Development%20Authorities%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Regional Development Authorities Bill, 2023. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-04/Regional%20Development%20Authorities%20Bill%2C%202023.pdf,pending,2026-02-11T03:03:16.573733
"Wildlife Conservation And Management (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Wildlife%20Conservation%20and%20Management%20%28Amendment%29%20Bill%2C%202023.pdf,https://www.parliament.go.ke/sites/default/files/2023-04/Wildlife%20Conservation%20and%20Management%20%28Amendment%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Wildlife Conservation And Management (amendment) Bill, 2023. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-04/Wildlife%20Conservation%20and%20Management%20%28Amendment%29%20Bill%2C%202023.pdf,pending,2026-02-11T03:03:16.574309
"The Division Of Revenue Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Division%20of%20Revenue%20Bill%2C%202023.pdf,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Division%20of%20Revenue%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Division Of Revenue Bill, 2023. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-03/The%20Division%20of%20Revenue%20Bill%2C%202023.pdf,pending,2026-02-11T03:03:16.574885
"The Penal Code (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Penal%20Code%20%28Amendment%29%20Bill%20%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Penal%20Code%20%28Amendment%29%20Bill%20%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Penal Code (amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-03/The%20Penal%20Code%20%28Amendment%29%20Bill%20%2C%202022.pdf,pending,2026-02-11T03:03:16.575392
"The Supplementary Appropriation Bill, 2023",National Assembly,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/THE%20SUPPLEMENTARY%20APPROPRIATION%20BILL%2C%202023.pdf,https://www.parliament.go.ke/sites/default/files/2023-03/THE%20SUPPLEMENTARY%20APPROPRIATION%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Supplementary Appropriation Bill, 2023. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-03/THE%20SUPPLEMENTARY%20APPROPRIATION%20BILL%2C%202023.pdf,pending,2026-02-11T03:03:16.578012
"The National Rating Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20RATING%20BILL%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20RATING%20BILL%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Rating Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20RATING%20BILL%2C%202022.pdf,pending,2026-02-11T03:03:16.578604
"The Statutory Instruments ( Amendment ) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20STATUTORY%20INSTRUMENTS%20%28%20AMENDMENT%20%29%20BILL%2C%202023.pdf,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20STATUTORY%20INSTRUMENTS%20%28%20AMENDMENT%20%29%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Statutory Instruments ( Amendment ) Bill, 2023. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-02/THE%20STATUTORY%20INSTRUMENTS%20%28%20AMENDMENT%20%29%20BILL%2C%202023.pdf,pending,2026-02-11T03:03:16.579628
"The National Construction Authority (amendment) Bill,2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20CONSTRUCTION%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C2022.pdf,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20CONSTRUCTION%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C2022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Construction Authority (amendment) Bill,2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20CONSTRUCTION%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C2022.pdf,pending,2026-02-11T03:03:16.580226
"The National Youth Council(amendment) Bill,2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20YOUTH%20COUNCIL%28AMENDMENT%29%20BILL%2C2023.pdf,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20YOUTH%20COUNCIL%28AMENDMENT%29%20BILL%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Youth Council(amendment) Bill,2023. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20YOUTH%20COUNCIL%28AMENDMENT%29%20BILL%2C2023.pdf,pending,2026-02-11T03:03:16.580731
"The Assisted Reproductive Technology Bill , 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20ASSISTED%20REPRODUCTIVE%20TECHNOLOGY%20BILL%20%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20ASSISTED%20REPRODUCTIVE%20TECHNOLOGY%20BILL%20%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Assisted Reproductive Technology Bill , 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-02/THE%20ASSISTED%20REPRODUCTIVE%20TECHNOLOGY%20BILL%20%2C%202022.pdf,pending,2026-02-11T03:03:16.581273
The Kenya Drugs Authority Bill 2022,National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20Kenya%20Drugs%20Authority%20Bill%202022-1.pdf,https://www.parliament.go.ke/sites/default/files/2023-05/The%20Kenya%20Drugs%20Authority%20Bill%202022-1.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Kenya Drugs Authority Bill 2022. Source: National Assembly Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-05/The%20Kenya%20Drugs%20Authority%20Bill%202022-1.pdf,pending,2026-02-11T03:03:16.581820
"The Public Procurement And Asset Disposal (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20PUBLIC%20PROCUREMENT%20AND%20ASSET%20DISPOSAL%20%28AMENDMENT%29%20BILL%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20PUBLIC%20PROCUREMENT%20AND%20ASSET%20DISPOSAL%20%28AMENDMENT%29%20BILL%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Procurement And Asset Disposal (amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-02/THE%20PUBLIC%20PROCUREMENT%20AND%20ASSET%20DISPOSAL%20%28AMENDMENT%29%20BILL%2C%202022.pdf,pending,2026-02-11T03:03:22.412755
"The Public Service Internship Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20PUBLIC%20SERVICE%20INTERNSHIP%20BILL%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20PUBLIC%20SERVICE%20INTERNSHIP%20BILL%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Service Internship Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2023-02/THE%20PUBLIC%20SERVICE%20INTERNSHIP%20BILL%2C%202022.pdf,pending,2026-02-11T03:03:22.413438
"The Statute Law (miscellaneous Amendments) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-12/The%20Statute%20Law%20%28Miscellaneous%20Amendments%29%20Bill%2C%202022%20%281%29.pdf,https://www.parliament.go.ke/sites/default/files/2022-12/The%20Statute%20Law%20%28Miscellaneous%20Amendments%29%20Bill%2C%202022%20%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Statute Law (miscellaneous Amendments) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-12/The%20Statute%20Law%20%28Miscellaneous%20Amendments%29%20Bill%2C%202022%20%281%29.pdf,pending,2026-02-11T03:03:22.414015
"The Community Health Workers Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Community%20Health%20Workers%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Community%20Health%20Workers%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Community Health Workers Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Community%20Health%20Workers%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.414520
"Health (amendment)(no.2) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Health%20%28Amendment%29%28No.2%29%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Health%20%28Amendment%29%28No.2%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Health (amendment)(no.2) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Health%20%28Amendment%29%28No.2%29%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.415105
"Geriatrics Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Geriatrics%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Geriatrics%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Geriatrics Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Geriatrics%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.415610
"National Transport And Safety Authority (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/National%20Transport%20and%20Safety%20Authority%20%28Amendment%29%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/National%20Transport%20and%20Safety%20Authority%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: National Transport And Safety Authority (amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/National%20Transport%20and%20Safety%20Authority%20%28Amendment%29%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.416127
"Kenya Information And Communications (amendment)bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Kenya%20Information%20and%20Communications%20%28Amendment%29Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Kenya%20Information%20and%20Communications%20%28Amendment%29Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Kenya Information And Communications (amendment)bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Kenya%20Information%20and%20Communications%20%28Amendment%29Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.416643
"Pensions (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Pensions%20%28Amendment%29%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Pensions%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Pensions (amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Pensions%20%28Amendment%29%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.417267
"Petitions To Parliament (procedure)(amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Petitions%20to%20Parliament%20%28Procedure%29%28Amendment%29%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Petitions%20to%20Parliament%20%28Procedure%29%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Petitions To Parliament (procedure)(amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Petitions%20to%20Parliament%20%28Procedure%29%28Amendment%29%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.417772
"Equalisation Fund Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Equalisation%20Fund%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Equalisation%20Fund%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Equalisation Fund Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Equalisation%20Fund%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.418287
"Parliamentary Pensions (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Parliamentary%20Pensions%20%28Amendment%29%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Parliamentary%20Pensions%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Parliamentary Pensions (amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Parliamentary%20Pensions%20%28Amendment%29%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.418287
"Parliamentary Powers And Privileges (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Parliamentary%20Powers%20and%20Privileges%20%28Amendment%29%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Parliamentary%20Powers%20and%20Privileges%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Parliamentary Powers And Privileges (amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Parliamentary%20Powers%20and%20Privileges%20%28Amendment%29%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.418985
"Political Parties (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Political%20Parties%20%28Amendment%29%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Political%20Parties%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Political Parties (amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Political%20Parties%20%28Amendment%29%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.419661
"Public Finance Management (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Public%20Finance%20Management%20%28Amendment%29%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Public%20Finance%20Management%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Public Finance Management (amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Public%20Finance%20Management%20%28Amendment%29%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.420166
"Independent Electoral And Boundaries Commission (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Independent%20Electoral%20and%20Boundaries%20Commission%20%28Amendment%29%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Independent%20Electoral%20and%20Boundaries%20Commission%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Independent Electoral And Boundaries Commission (amendment) Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Independent%20Electoral%20and%20Boundaries%20Commission%20%28Amendment%29%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.420682
"Sugar Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Sugar%20Bill%2C%202022.pdf,https://www.parliament.go.ke/sites/default/files/2022-11/Sugar%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Sugar Bill, 2022. Source: National Assembly Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2022-11/Sugar%20Bill%2C%202022.pdf,pending,2026-02-11T03:03:22.420682
Bill Digest - The Assisted Reproductive Technology Bill (national Assembly Bills No. 61 Of 2022),National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2025-12/Bill%20Digest%20-%20The%20Assisted%20Reproductive%20Technology%20Bill%20%28National%20Assembly%20Bills%20No.%2061%20of%202022%29_0.pdf,https://www.parliament.go.ke/sites/default/files/2025-12/Bill%20Digest%20-%20The%20Assisted%20Reproductive%20Technology%20Bill%20%28National%20Assembly%20Bills%20No.%2061%20of%202022%29_0.pdf,Senate Bills,Legislative,Bill before Parliament: Bill Digest - The Assisted Reproductive Technology Bill (national Assembly Bills No. 61 Of 2022). Source: Senate Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-12/Bill%20Digest%20-%20The%20Assisted%20Reproductive%20Technology%20Bill%20%28National%20Assembly%20Bills%20No.%2061%20of%202022%29_0.pdf,pending,2026-02-11T03:03:26.236613
The Assisted Reproductive Technology Bill (national Assembly Bills No. 61 Of 2022),National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2025-12/The%20Assisted%20Reproductive%20Technology%20Bill%20%28National%20Assembly%20Bills%20No.%2061%20of%202022%29_0.pdf,https://www.parliament.go.ke/sites/default/files/2025-12/The%20Assisted%20Reproductive%20Technology%20Bill%20%28National%20Assembly%20Bills%20No.%2061%20of%202022%29_0.pdf,Senate Bills,Legislative,Bill before Parliament: The Assisted Reproductive Technology Bill (national Assembly Bills No. 61 Of 2022). Source: Senate Bills.,Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-12/The%20Assisted%20Reproductive%20Technology%20Bill%20%28National%20Assembly%20Bills%20No.%2061%20of%202022%29_0.pdf,pending,2026-02-11T03:03:26.236613
"Bill Digest - The Autism Management Bill, No.19 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/Bill%20Digest%20-%20The%20Autism%20Management%20Bill%2C%20No.19%20of%202025.%20Final.pdf,https://www.parliament.go.ke/sites/default/files/2025-11/Bill%20Digest%20-%20The%20Autism%20Management%20Bill%2C%20No.19%20of%202025.%20Final.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest - The Autism Management Bill, No.19 Of 2025. Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-11/Bill%20Digest%20-%20The%20Autism%20Management%20Bill%2C%20No.19%20of%202025.%20Final.pdf,pending,2026-02-11T03:03:26.237625
"The Autism Management Bill, No.19 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/The%20Autism%20Management%20Bill%2CNo.19%20of%202025.pdf,https://www.parliament.go.ke/sites/default/files/2025-11/The%20Autism%20Management%20Bill%2CNo.19%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The Autism Management Bill, No.19 Of 2025. Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-11/The%20Autism%20Management%20Bill%2CNo.19%20of%202025.pdf,pending,2026-02-11T03:03:26.238134
"Kenya Roads ( Amendment) ( No. 3) Bill, 2025, National Assembly Bills No 34 Of 2025. - Digest",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/KENYA%20ROADS%20%28%20AMENDMENT%29%20%28%20NO.%203%29%20BILL%2C%202025%2C%20NATIONAL%20ASSEMBLY%20BILLS%20NO%2034%20OF%202025.%20-%20DIGEST.pdf,https://www.parliament.go.ke/sites/default/files/2025-11/KENYA%20ROADS%20%28%20AMENDMENT%29%20%28%20NO.%203%29%20BILL%2C%202025%2C%20NATIONAL%20ASSEMBLY%20BILLS%20NO%2034%20OF%202025.%20-%20DIGEST.pdf,Senate Bills,Legislative,"Bill before Parliament: Kenya Roads ( Amendment) ( No. 3) Bill, 2025, National Assembly Bills No 34 Of 2025. - Digest. Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-11/KENYA%20ROADS%20%28%20AMENDMENT%29%20%28%20NO.%203%29%20BILL%2C%202025%2C%20NATIONAL%20ASSEMBLY%20BILLS%20NO%2034%20OF%202025.%20-%20DIGEST.pdf,pending,2026-02-11T03:03:26.238653
"The Kenya Roads ( Amendment) ( No.3) Bills, 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/KENYA%20ROADS%20AMENDMENT%20BILL.pdf,https://www.parliament.go.ke/sites/default/files/2025-11/KENYA%20ROADS%20AMENDMENT%20BILL.pdf,Senate Bills,Legislative,"Bill before Parliament: The Kenya Roads ( Amendment) ( No.3) Bills, 2025. Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-11/KENYA%20ROADS%20AMENDMENT%20BILL.pdf,pending,2026-02-11T03:03:26.238653
"The National Construction Authority ( Amendment) Bill, 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/NCA%20AMENDMENT%20BILL%281%29.pdf,https://www.parliament.go.ke/sites/default/files/2025-11/NCA%20AMENDMENT%20BILL%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The National Construction Authority ( Amendment) Bill, 2025. Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-11/NCA%20AMENDMENT%20BILL%281%29.pdf,pending,2026-02-11T03:03:26.238653
"The Constitution Of Kenya ( Amendment) ( No. 2) Bill, 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-10/The%20Constitution%20of%20Kenya%20%28Amendment%29%20%28No.%202%29%20Bill%2C%202025%20%28Senate%20Bills%20No.%2016%20of%202025%29.pdf,https://www.parliament.go.ke/sites/default/files/2025-10/The%20Constitution%20of%20Kenya%20%28Amendment%29%20%28No.%202%29%20Bill%2C%202025%20%28Senate%20Bills%20No.%2016%20of%202025%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Constitution Of Kenya ( Amendment) ( No. 2) Bill, 2025. Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-10/The%20Constitution%20of%20Kenya%20%28Amendment%29%20%28No.%202%29%20Bill%2C%202025%20%28Senate%20Bills%20No.%2016%20of%202025%29.pdf,pending,2026-02-11T03:03:26.239664
"The Health (amend)bill, No.12 Of 2025 (1)",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-10/The%20%20Health%20%28Amend%29Bill%2C%20No.12%20of%202025%20%281%29.pdf,https://www.parliament.go.ke/sites/default/files/2025-10/The%20%20Health%20%28Amend%29Bill%2C%20No.12%20of%202025%20%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Health (amend)bill, No.12 Of 2025 (1). Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-10/The%20%20Health%20%28Amend%29Bill%2C%20No.12%20of%202025%20%281%29.pdf,pending,2026-02-11T03:03:26.240174
"The Health (amendment) Bill, No.12 Of 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-09/The%20Health%20%28Amendment%29%20Bill%2CNo.12%20of%202025.pdf,https://www.parliament.go.ke/sites/default/files/2025-09/The%20Health%20%28Amendment%29%20Bill%2CNo.12%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The Health (amendment) Bill, No.12 Of 2025. Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-09/The%20Health%20%28Amendment%29%20Bill%2CNo.12%20of%202025.pdf,pending,2026-02-11T03:03:26.240731
"Bill Digest: The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/The%20Electronic%20Equipment%20Disposal%20Recycling%20and%20Reuse%20Bill%2C%20No.5%20of%202025.pdf,https://www.parliament.go.ke/sites/default/files/2025-11/The%20Electronic%20Equipment%20Disposal%20Recycling%20and%20Reuse%20Bill%2C%20No.5%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest: The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025. Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-11/The%20Electronic%20Equipment%20Disposal%20Recycling%20and%20Reuse%20Bill%2C%20No.5%20of%202025.pdf,pending,2026-02-11T03:03:26.240731
"The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-09/The%20Electronic%20Equipment%20Disposal%20Recycling%20and%20Reuse%20Bill%2C%20No.5%20of%202025_0.pdf,https://www.parliament.go.ke/sites/default/files/2025-09/The%20Electronic%20Equipment%20Disposal%20Recycling%20and%20Reuse%20Bill%2C%20No.5%20of%202025_0.pdf,Senate Bills,Legislative,"Bill before Parliament: The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025. Source: Senate Bills.",Full text unavailable at scrape time but available at: https://www.parliament.go.ke/sites/default/files/2025-09/The%20Electronic%20Equipment%20Disposal%20Recycling%20and%20Reuse%20Bill%2C%20No.5%20of%202025_0.pdf,pending,2026-02-11T03:03:26.241307
