title,sponsor,status,date,url,source,category,summary,created_at
"The Elections ( Amendment ) Bill, No.11 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/11.The%20%20Elections%20%28Amendment%29%20BILL%2C%20No.11%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Elections ( Amendment ) Bill, No.11 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.847063
"The Elections Offences ( Amendment ) Bill, No.9 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/9.%20The%20%20Elections%20Offences%20%28Amendment%29%20BILL%2C%20No.9%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Elections Offences ( Amendment ) Bill, No.9 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.848767
"The County Wards ( Equitable Development) Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/The%20%20County%20Wards%20%28Equitabe%20Development%29%20%20BILL%2C%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Wards ( Equitable Development) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:53.849332
"The Provision Of Sanitary Towels Bill, No.7 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/The%20%20Provision%20of%20Sanitary%20Towels%20Bill%2C%20No.7%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Provision Of Sanitary Towels Bill, No.7 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.850424
"The County Governments Election Laws ( Amendment) Bill, 2024 - Jlahr-1",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/THE%20COUNTY%20GOVERNMENTS%20ELECTION%20LAWS%20%28AMENDMENT%29%20BILL%2C%202024%20-%20JLAHR-1.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Governments Election Laws ( Amendment) Bill, 2024 - Jlahr-1. Source: Senate Bills.",2026-02-11T00:06:53.851005
"The Political Parties ( Amendment) ( No. 2) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/The%20Political%20Parties%20%28Amend%29%20%28No.%202%29%20Bill%2CNo.26%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Political Parties ( Amendment) ( No. 2) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:53.852147
"The Election Offences ( Amendment) ( No.2 ) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/The%20Elections%20Offences%20%28Amendment%29%20%28No.%202%29%20Bill%2CNo.28%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Election Offences ( Amendment) ( No.2 ) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:53.853283
"The Elections ( Amendment ) ( No.2 ) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-07/The%20Elections%20%28Amendment%29%28No.2%29%20Bill%2C%20No.29%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Elections ( Amendment ) ( No.2 ) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:53.853864
"The Constitution Of Kenya ( Amendment ) Bill, No.17 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/7.%20The%20Constitution%20of%20Kenya%20%28Amendment%29%20Bill%2C%20No.17%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Constitution Of Kenya ( Amendment ) Bill, No.17 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.855043
"Committal Of A Bill - Law Of Succession ( Amendment ) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/COMMITTAL%20OF%20A%20BILL%20-%20LAW%20OF%20SUCCESSION%20%28AMENDMENT%29%20BILL-2-8.pdf,Senate Bills,Legislative,"Bill before Parliament: Committal Of A Bill - Law Of Succession ( Amendment ) Bill, 2023. Source: Senate Bills.",2026-02-11T00:06:53.855619
"The County Allocation Of Revenue Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-06/The%20County%20Allocation%20of%20Revenue%20Bill%2C%202024%20.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Allocation Of Revenue Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:53.856817
Committal Of A Bill - Independent Electoral And Boundaries Commission - Jlahrc,National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/COMMITTAL%20OF%20A%20BILL%20-%20INDEPENDENT%20ELECTORAL%20AND%20BOUNDARIES%20COMMISSION%20-%20JLAHRC-1_0.pdf,Senate Bills,Legislative,Bill before Parliament: Committal Of A Bill - Independent Electoral And Boundaries Commission - Jlahrc. Source: Senate Bills.,2026-02-11T00:06:53.857395
Division Of Revenue Bill 2024,National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/Division%20of%20Revenue%20Bill2024%20%281%29.pdf,Senate Bills,Legislative,Bill before Parliament: Division Of Revenue Bill 2024. Source: Senate Bills.,2026-02-11T00:06:53.858567
"The County Statistics Bill, No.5 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20County%20Statistics%20Bill%2C%20No.5%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Statistics Bill, No.5 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.859297
"The County Oversight And Accountability Bill,no.3 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20County%20Oversight%20and%20Accountability%20Bill%2CNo.3%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Oversight And Accountability Bill,no.3 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.860008
"The Civic Education Bill, No.4 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Civic%20Education%20Bill%2C%20No.4%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Civic Education Bill, No.4 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.861035
"The Primary Health Care Bill, No.44 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Primary%20Health%20Care%20Bill%2C%20No.44%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Primary Health Care Bill, No.44 Of 2023. Source: Senate Bills.",2026-02-11T00:06:53.861896
"The Meteorology Bill, No.45 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Meteorology%20Bill%2C%20No.45%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Meteorology Bill, No.45 Of 2023. Source: Senate Bills.",2026-02-11T00:06:53.861896
"The Facilities Improvement Financing Bill, No.43 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Facilities%20Improvement%20Financing%20Bill%2C%20No.43%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Facilities Improvement Financing Bill, No.43 Of 2023. Source: Senate Bills.",2026-02-11T00:06:53.863829
"The Equalization Fund Appropriation Bill, No.3 Of 2023",National Assembly,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Equalization%20Fund%20Appropriation%20Bill%2C%20No.3%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Equalization Fund Appropriation Bill, No.3 Of 2023. Source: Senate Bills.",2026-02-11T00:06:59.761443
"The County Government ( Amendment) Bill, No.39 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-09/The%20County%20Government%20%28Amendment%29%20Bill%2C%20No.39%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Government ( Amendment) Bill, No.39 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.762034
"The Labour Relations (amendment) Bill, No.22 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Labour%20Relations%20%28Amendment%29%20Bill%2C%20No.22%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Labour Relations (amendment) Bill, No.22 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.763155
"The Advocates ( Amendment) Bill, No.21 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Advocates%20%28Amendment%29%20Bill%2C%20No.21%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Advocates ( Amendment) Bill, No.21 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.763662
"The County Wards (equitable Development) Bill, No.20 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20%20County%20Wards%20%28Equitable%20Development%29%20%20Bill%2C%20No.20%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Wards (equitable Development) Bill, No.20 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.764188
"The County Governments Additional Allocation Bill, No.19 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20%20County%20Governments%20Additional%20Allocation%20%20Bill%2C%20No.19%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Governments Additional Allocation Bill, No.19 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.764800
"The Statute Laws (miscellaneous Amendments)bill, No.15 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20%20Statute%20Laws%20%28Miscellaneous%20Amendments%29Bill%2C%20No.15%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Statute Laws (miscellaneous Amendments)bill, No.15 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.765306
"The Fisheries Management And Development Bill, No.18 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Fisheries%20Management%20and%20Development%20Bill%2C%20No.18%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Fisheries Management And Development Bill, No.18 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.766187
"The Labour Migration Management Bill, No.16 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-05/The%20Labour%20Migration%20Management%20Bill%2C%20No.16%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Labour Migration Management Bill, No.16 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.766706
"The Statutory Instruments ( Amendment) Bill, No.10 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20Statutory%20Instruments%20%28Amendment%29%20BILL%2C%20No.10%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Statutory Instruments ( Amendment) Bill, No.10 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.767315
"The County Assemblies Pensions Scheme Bill, No.14 Of 2024.",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20%20County%20Assemblies%20Pensions%20Scheme%20BILL%2C%20No.14%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Assemblies Pensions Scheme Bill, No.14 Of 2024.. Source: Senate Bills.",2026-02-11T00:06:59.767899
"The Intergovernmental Relations ( Amend ) Bill,no.12 Of 2024.",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20%20Intergovernmental%20relations%20%28Amend%29BILL%2CNo.12%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Intergovernmental Relations ( Amend ) Bill,no.12 Of 2024.. Source: Senate Bills.",2026-02-11T00:06:59.768935
"The County Government Election Laws ( Amend ) Bill, No.2 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20County%20Government%20Election%20Laws%28Amend%29Bill%2C%20No.2%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Government Election Laws ( Amend ) Bill, No.2 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.769571
"The Narcotic Drugs And Psychotropic Bill, No.1 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20%20Narcotic%20Drugs%20and%20Psychotropic%20Bill%2C%20No.1%20of%20%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Narcotic Drugs And Psychotropic Bill, No.1 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.770169
"The Digital Literacy Opportunities Bill, No.8 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20%20Digital%20Literacy%20Opportunities%20Bill%2CNo.8%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Digital Literacy Opportunities Bill, No.8 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.770675
"The Central Bank Of Kenya ( Amendments) Bill, No.6 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-03/The%20%20Central%20Bank%20of%20Kenya%20%28Amendments%29Bill%2CNo.6%20of%20%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Central Bank Of Kenya ( Amendments) Bill, No.6 Of 2024. Source: Senate Bills.",2026-02-11T00:06:59.771198
"Affordable Housing Bill, 2023.",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/Affordable%20Housing%20Bill%2C%202023_0.pdf,Senate Bills,Legislative,"Bill before Parliament: Affordable Housing Bill, 2023.. Source: Senate Bills.",2026-02-11T00:06:59.772414
The National Rating Bill 2022.,National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/Vellum-%20The%20National%20Rating%20Bill%202022%2015.11.23.pdf,Senate Bills,Legislative,Bill before Parliament: The National Rating Bill 2022.. Source: Senate Bills.,2026-02-11T00:06:59.773004
"The Wildlife Conservation And Management ( Amendment) Bill, No.49 Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Wildlife%20Conservation%20and%20Management%20%28Amendment%29%20Bill%2C%20No.49%20of%20%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Wildlife Conservation And Management ( Amendment) Bill, No.49 Of 2023. Source: Senate Bills.",2026-02-11T00:06:59.774041
"The E-health Bill, No. 32 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20E-Health%20Bill%2C%20No.%2032%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The E-health Bill, No. 32 Of 2023. Source: Senate Bills.",2026-02-11T00:06:59.775052
"The Equalisation Fund Appropriation Bill, No. 30 Of 2023",National Assembly,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Equalisation%20Fund%20Appropriation%20Bill%2C%20No.%2030%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Equalisation Fund Appropriation Bill, No. 30 Of 2023. Source: Senate Bills.",2026-02-11T00:06:59.775560
"The Labour Migration Management Bill, No. 33 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Labour%20Migration%20Management%20Bill%2C%20No.%2033%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Labour Migration Management Bill, No. 33 Of 2023. Source: Senate Bills.",2026-02-11T00:06:59.776699
"The Public Holidays ( Amendment) Bill, No. 31 Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Public%20Holidays%20%28Amendment%29%20Bill%2C%20No.%2031%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Public Holidays ( Amendment) Bill, No. 31 Of 2023. Source: Senate Bills.",2026-02-11T00:06:59.777296
"The Real Estate Regulation Bill, No. 35 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Real%20Estate%20Regulation%20Bill%2C%20No.%2035%20of%202023_0.pdf,Senate Bills,Legislative,"Bill before Parliament: The Real Estate Regulation Bill, No. 35 Of 2023. Source: Senate Bills.",2026-02-11T00:06:59.778385
"The Whistleblower Protection Bill, No.51 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20%20Whistleblower%20Protection%20Bill%2C%20No.51%20of%202023_0.pdf,Senate Bills,Legislative,"Bill before Parliament: The Whistleblower Protection Bill, No.51 Of 2023. Source: Senate Bills.",2026-02-11T00:06:59.779415
"The National Employment Authority ( Amendment) Bill, No.48 Of 2023.",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20National%20Employment%20Authority%20%28Amendment%29%20Bill%2C%20No.48%20Of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The National Employment Authority ( Amendment) Bill, No.48 Of 2023.. Source: Senate Bills.",2026-02-11T00:07:05.593447
"The County Assembly Services (amendment) Bill, No. 34 Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20County%20Assembly%20Services%20%28Amendment%29%20Bill%2C%20No.%2034%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Assembly Services (amendment) Bill, No. 34 Of 2023. Source: Senate Bills.",2026-02-11T00:07:05.594748
"The Co-operative Societies (amendment) Bill, No. 53 Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Co-operative%20Societies%20%28Amendment%29%20Bill%2C%20No.%2053%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Co-operative Societies (amendment) Bill, No. 53 Of 2023. Source: Senate Bills.",2026-02-11T00:07:05.595339
"The Early Child Education (amendment) Bill,no.54 Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Early%20Child%20Education%20%28Amendment%29%20Bill%2CNo.54%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Early Child Education (amendment) Bill,no.54 Of 2023. Source: Senate Bills.",2026-02-11T00:07:05.595995
"The Fire And Rescue Services Professionals Bill, No.55 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20fire%20and%20rescue%20services%20Professionals%20Bill%2C%20No.55%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Fire And Rescue Services Professionals Bill, No.55 Of 2023. Source: Senate Bills.",2026-02-11T00:07:05.597034
"The Local Content Bill, No.50 Of 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/The%20Local%20Content%20Bill%2C%20No.50%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Local Content Bill, No.50 Of 2023. Source: Senate Bills.",2026-02-11T00:07:05.597602
"Agriculture Committee Report -agricultural And Livestock Extension Services Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/Agriculture%20Committee%20Report%20-Agricultural%20and%20Livestock%20Extension%20Services%20Bill%2C%202022_1.pdf,Senate Bills,Legislative,"Bill before Parliament: Agriculture Committee Report -agricultural And Livestock Extension Services Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:05.598207
"Sc On Agriculture On The Food And Feed Safety Control Coordination Bill, 2023- Na Bill",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-02/SC%20on%20Agriculture%20on%20the%20Food%20and%20Feed%20Sfety%20Control%20Coordination%20Bill%2C%202023-%20NA%20Bill_0.pdf,Senate Bills,Legislative,"Bill before Parliament: Sc On Agriculture On The Food And Feed Safety Control Coordination Bill, 2023- Na Bill. Source: Senate Bills.",2026-02-11T00:07:05.598808
"The Energy ( Amendment) Bill, No. 42 Of 2023.",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-09/%20The%20Energy%20%28Amendment%29%20Bill%2C%20No.%2042%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Energy ( Amendment) Bill, No. 42 Of 2023.. Source: Senate Bills.",2026-02-11T00:07:05.599446
"The Insolvency ( Amendment) Bill, No. 36 Of 2023.",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/The%20Insolvency%20%28Amendment%29%20Bill%2C%20No.%2036%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Insolvency ( Amendment) Bill, No. 36 Of 2023.. Source: Senate Bills.",2026-02-11T00:07:05.599953
"The County Public Finance Laws ( Amendment) Bill, No. 39 Of 2023.",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/The%20County%20Public%20Finance%20Laws%20%28Amendment%29%20Bill%2C%20No.%2039%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Public Finance Laws ( Amendment) Bill, No. 39 Of 2023.. Source: Senate Bills.",2026-02-11T00:07:05.600568
"The Public Finance Management ( Amendment) Bill, No. 40 Of 2023.",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/The%20Public%20Finance%20Management%20%28Amendment%29%20Bill%2C%20No.%2040%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Public Finance Management ( Amendment) Bill, No. 40 Of 2023.. Source: Senate Bills.",2026-02-11T00:07:05.601598
"The Public Transport ( Motorcycle Regulation) Bill, No. 38 Of 2023.",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/The%20Public%20Transport%20%28Motorcycle%20Regulation%29%20Bill%2C%20No.%2038%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Public Transport ( Motorcycle Regulation) Bill, No. 38 Of 2023.. Source: Senate Bills.",2026-02-11T00:07:05.602359
"The Street Vendors ( Protection Of Livelihood) Bill, No. 41 Of 2023.",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/The%20Street%20Vendors%20%28Protection%20of%20Livelihood%29%20Bill%2C%20No.%2041%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Street Vendors ( Protection Of Livelihood) Bill, No. 41 Of 2023.. Source: Senate Bills.",2026-02-11T00:07:05.603409
"The Parliamentary Powers And Privileges ( Amendment) Bill, No. 37 Of 2023.",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-09/The%20Parliamentary%20Powers%20and%20Privileges%20%28Amendment%29%20Bill%2C%20No.%2037%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Parliamentary Powers And Privileges ( Amendment) Bill, No. 37 Of 2023.. Source: Senate Bills.",2026-02-11T00:07:05.604019
"The Public Holidays (amendment) Bill, No. 31 Of 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/The%20Public%20Holidays%20%28Amendment%29%20Bill%2C%20No.%2031%20of%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Public Holidays (amendment) Bill, No. 31 Of 2023. Source: Senate Bills.",2026-02-11T00:07:05.605111
"The Food & Feed Safety Control Co-ordination Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-07/The%20Food%20%26%20Feed%20Safety%20Control%20Co-ordination%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Food & Feed Safety Control Co-ordination Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:05.605111
"The Care & Protection Of Child Parents Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-07/The%20Care%20%26%20Protection%20of%20Child%20Parents%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Care & Protection Of Child Parents Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:05.606417
"The County Governments ( Amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/The%20County%20Governments%20%28Amendment%29%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Governments ( Amendment) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.119994
"The Community Health Services Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Community%20Health%20Services%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Community Health Services Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.120624
"The Security Services Laws ( Amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Security%20Services%20Laws%20%28Amendment%29%20Bill%2C%202023%20%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Security Services Laws ( Amendment) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.121675
"The Law Of Succession ( Amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20Law%20of%20Succession%20%28Amendment%29%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Law Of Succession ( Amendment) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.122203
"The National Anthem Copyright Laws ( Amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20National%20Anthem%20Copyright%20Laws%20%28Amendment%29%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The National Anthem Copyright Laws ( Amendment) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.122754
"The County Governments ( Revenue Raising Process) Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20County%20Governments%20%28Revenue%20Raising%20Process%29%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Governments ( Revenue Raising Process) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.123827
"The Maternal, Newborn And Child Health Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20Maternal%2C%20Newborn%20and%20Child%20Health%20Bill%2C%202023%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Maternal, Newborn And Child Health Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.124381
"The County Hall Of Fame Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20County%20Hall%20of%20Fame%20Bill%2C%202023%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Hall Of Fame Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.125442
"The Rice Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20Rice%20Bill%2C%202023%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Rice Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.126031
"The County Allocation Of Revenue Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/The%20County%20Allocation%20of%20Revenue%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Allocation Of Revenue Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.127246
"The Constitution Of Kenya ( Amendment ) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/The%20Constitution%20of%20Kenya%20%28Amendment%29%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Constitution Of Kenya ( Amendment ) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.127874
