Status,Facility,Facility_ward,Facility_constituency,Facility_subcounty,Facility_county,Name,Code,Date_established
Fully-functional,Isinya Health Centre,Kaputiei North,Kajiado East,Kajiado East,Kajiado,Embolioi Community Health Unit,703094,43255
Fully-functional,Isinya Health Centre,Kaputiei North,Kajiado East,Kajiado East,Kajiado,Enkirgir Community Health Unit,703093,43255
Fully-functional,Kisesini Dispensary,Katangi,Yatta,Yatta,Machakos,Kisesini Community Health Unit,703092,43434
Fully-functional,Makila Dispensary Yatta,Katangi,Yatta,Yatta,Machakos,Syokisinga Community Health Unit,703091,43434
Fully-functional,Makila Dispensary Yatta,Katangi,Yatta,Yatta,Machakos,Makila Community Health Unit,703090,43434
Fully-functional,Ngumbulu Dispensary,Katangi,Yatta,Yatta,Machakos,Mekilingi Community Health Unit,703089,43434
Fully-functional,Masaani Dispensary,Katangi,Yatta,Yatta,Machakos,Kyua Community Health Unit,703088,43434
Fully-functional,Katangi Health Centre,Katangi,Yatta,Yatta,Machakos,Kaliani Community Health Unit,703087,43434
Fully-functional,Kikesa Dispensary,Ikombe,Yatta,Yatta,Machakos,Makutano Community Health Unit,703086,43434
semi-functional,Kimoloi Dispensary,Soy South,Keiyo South,Keiyo South,Elgeyo Marakwet,Kimoloi Community Health Unit,703085,42552
Fully-functional,Ogande Dispensary,Homa Bay East,Homa Bay Town,Homa Bay Town,Homa Bay,Central Kothidha Community Health Unit,703084,40240
Fully-functional,Miniambo Dispensary,Homa Bay Arujo,Homa Bay Town,Homa Bay Town,Homa Bay,Upper Katuma Community Health Unit,703083,42432
Fully-functional,Miniambo Dispensary,Homa Bay Arujo,Homa Bay Town,Homa Bay Town,Homa Bay,Lower Katuma Community Health Unit,703082,42432
Fully-functional,Koduogo Dispensary,Homa Bay West,Homa Bay Town,Homa Bay Town,Homa Bay,Central North Kanyabala Community Health Unit,703081,42432
Fully-functional,Marindi Sub County Referral Hospital,Homa Bay East,Homa Bay Town,Homa Bay Town,Homa Bay,Upper Kanyach Kachar Community Health Unit,703080,42432
Fully-functional,Orego Health Centre,Homa Bay East,Homa Bay Town,Homa Bay Town,Homa Bay,Komolo Community Health Unit,703079,42432
semi-functional,Munyu Health Centre,Gatuanyaga,Thika Town,Thika Town,Kiambu,Munyu Community Health Unit,703078,43348
semi-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Kwa Reuben Community Health Unit,703077,43510
semi-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Gaitumbi Community Health Unit,703076,43510
semi-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Gitiga Community Health Unit,703075,43510
semi-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Magana Community Health Unit,703074,43516
semi-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Muthiga East Community Health Unit,703073,43516
semi-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Kiaheho Community Health Unit,703072,43516
semi-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Shauri Community Health Unit,703071,43516
semi-functional,Gikambura Health Centre,Karai,Kikuyu,Kikuyu,Kiambu,Thogoto Community Health Unit,703070,43516
semi-functional,Gikambura Health Centre,Karai,Kikuyu,Kikuyu,Kiambu,Kidfarmaco Community Health Unit,703069,43533
semi-functional,Gikambura Health Centre,Karai,Kikuyu,Kikuyu,Kiambu,Baraniki Community Health Unit,703068,43516
semi-functional,Gikambura Health Centre,Karai,Kikuyu,Kikuyu,Kiambu,Dagoretti Community Health Unit,703067,43516
semi-functional,Gikambura Health Centre,Karai,Kikuyu,Kikuyu,Kiambu,Ondiri Community Health Unit,703066,43605
semi-functional,Kerwa Dispensary,Sigona,Kikuyu,Kikuyu,Kiambu,Thamanda Community Health Unit,703065,43517
semi-functional,Kerwa Dispensary,Sigona,Kikuyu,Kikuyu,Kiambu,Kerwa Community Health Unit,703064,43517
semi-functional,Kerwa Dispensary,Sigona,Kikuyu,Kikuyu,Kiambu,Kwa-mindo Community Health Unit,703063,43517
semi-functional,Kari Health Clinic,Sigona,Kikuyu,Kikuyu,Kiambu,Kari Community Health Unit,703062,43540
semi-functional,Nachu Dispensary,Nachu,Kikuyu,Kikuyu,Kiambu,Gatune Community Health Unit,703061,43544
semi-functional,Mundoro Community Dispensary,Kiganjo,Gatundu South,Gatundu South,Kiambu,Mundoro Community Health Unit,703060,43347
semi-functional,Lussigetti Health Centre,Nachu,Kikuyu,Kikuyu,Kiambu,Kinjuki Community Health Unit,703059,43539
semi-functional,Gitare Health Centre (Gatundu),Kiganjo,Gatundu South,Gatundu South,Kiambu,Gatitu Community Health Unit,703058,43133
semi-functional,Lussigetti Health Centre,Nachu,Kikuyu,Kikuyu,Kiambu,Renguti Community Health Unit,703057,43537
semi-functional,Lussigetti Health Centre,Nachu,Kikuyu,Kikuyu,Kiambu,Kamangu Community Health Unit,703056,43537
semi-functional,Karai Muslim Dispensary,Karai,Kikuyu,Kikuyu,Kiambu,Karai Muslim Community Health Unit,703055,43559
Fully-functional,Gachika Dispensary,Kiganjo,Gatundu South,Gatundu South,Kiambu,Gachika Community Health Unit,703054,40303
Fully-functional,Kiganjo Dispensary,Kiganjo,Gatundu South,Gatundu South,Kiambu,Kiganjo Community Health Unit,703052,41408
semi-functional,Gikambura Health Centre,Karai,Kikuyu,Kikuyu,Kiambu,Ndemuka Community Health Unit,703051,43553
semi-functional,Mutati Dispensary,Kiamwangi,Gatundu South,Gatundu South,Kiambu,Kigaa Community Health Unit,703050,43382
semi-functional,Mutati Dispensary,Kiamwangi,Gatundu South,Gatundu South,Kiambu,Nembu Community Health Unit,703049,43362
Fully-functional,Mutati Dispensary,Kiamwangi,Gatundu South,Gatundu South,Kiambu,Mutate Community Health Unit,703048,42837
Fully-functional,Ngenda Health Centre,Kiamwangi,Gatundu South,Gatundu South,Kiambu,Gathage Community Health Unit,703047,41459
semi-functional,Karatu Health Centre,Ndarugu,Gatundu South,Gatundu South,Kiambu,Gitwe Community Health Unit,703046,43460
semi-functional,Gikambura Health Centre,Karai,Kikuyu,Kikuyu,Kiambu,Karinde Community Health Unit,703045,43519
semi-functional,Karatu Health Centre,Ndarugu,Gatundu South,Gatundu South,Kiambu,Karatu Community Health Unit,703044,43455
semi-functional,Gikambura Health Centre,Karai,Kikuyu,Kikuyu,Kiambu,Kikuyu Town Community Health Unit,703043,43543
Fully-functional,Munyu-Ini Dispensary,Ndarugu,Gatundu South,Gatundu South,Kiambu,Roi Community Health Unit,703042,43011
Fully-functional,Gatundu District Hospital,Ngenda,Gatundu South,Gatundu South,Kiambu,Kirangari Community Health Unit,703041,42920
semi-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Kinoo Central Community Health Unit,703040,43510
Fully-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Muthiga North Community Health Unit,703039,43516
Fully-functional,Gatundu District Hospital,Ngenda,Gatundu South,Gatundu South,Kiambu,Githunguchu Community Health Unit,703038,42920
Fully-functional,Kinoo Dispensary,Kinoo,Kikuyu,Kikuyu,Kiambu,Karindu Community Health Unit,703037,43510
Fully-functional,Gatundu District Hospital,Ngenda,Gatundu South,Gatundu South,Kiambu,Kahuguini Community Health Unit,703036,43474
Fully-functional,Gatundu District Hospital,Ngenda,Gatundu South,Gatundu South,Kiambu,Handege Community Health Unit,703035,43228
Fully-functional,Muchatha Dispensary,Muchatha,Kiambaa,Kiambaa,Kiambu,Muchatha Community Health Unit,703034,41845
Fully-functional,Ndenderu Dispensary,Ndenderu,Kiambaa,Kiambaa,Kiambu,Karura Community Health Unit,703033,42216
Fully-functional,Karuri Level 4 Hospital,Karuri,Kiambaa,Kiambaa,Kiambu,Karia Community Health Unit,703032,42139
Fully-functional,Kihara Sub County Hospital,Kihara,Kiambaa,Kiambaa,Kiambu,Mahindi Community Health Unit,703031,42261
Fully-functional,Kihara Sub County Hospital,Kihara,Kiambaa,Kiambaa,Kiambu,Gachie Community Health Unit,703029,43479
Fully-functional,Chemelil Sugar Health Centre,Chemelil,Muhoroni,Muhoroni,Kisumu,Chemelil Community Health Unit,703028,40737
Fully-functional,Nyang'oma Sub county Hospital,Masogo/Nyang'oma,Muhoroni,Muhoroni,Kisumu,Wangaya1 Community Health Unit,703027,40016
semi-functional,Nyangore Dispensary,Chemelil,Muhoroni,Muhoroni,Kisumu,Nyangore Community Health Unit,703026,40003
Fully-functional,Tamu Health Centre,Chemelil,Muhoroni,Muhoroni,Kisumu,Lower Tamu Community Health Unit,703025,40002
Fully-functional,Makindu Dispensary,Chemelil,Muhoroni,Muhoroni,Kisumu,Makindu Community Health Unit,703024,39996
Fully-functional,Kasongo Dispensary,Miwani,Muhoroni,Muhoroni,Kisumu,Kore Community Health Unit,703023,40372
Fully-functional,Obumba Dispensary,Ombeyi,Muhoroni,Muhoroni,Kisumu,Kango Community Health Unit,703022,40374
Fully-functional,Kasongo Dispensary,Miwani,Muhoroni,Muhoroni,Kisumu,Kabar West Community Health Unit,703021,40003
Fully-functional,Ogen Dispensary,Chemelil,Muhoroni,Muhoroni,Kisumu,East Songoh Community Health Unit,703020,40365
Fully-functional,Ramula Dispensary,Ombeyi,Muhoroni,Muhoroni,Kisumu,Ramula Community Health Unit,703019,40000
Fully-functional,Kandege Dispensary,Muhoroni Koru,Muhoroni,Muhoroni,Kisumu,Kandege Community Health Unit,703018,40373
Fully-functional,Koru Mission Health Centre,Muhoroni Koru,Muhoroni,Muhoroni,Kisumu,Koru Central Community Health Unit,703017,40003
Fully-functional,Kandege Dispensary,Muhoroni Koru,Muhoroni,Muhoroni,Kisumu,Nyando Community Health Unit,703016,40007
Fully-functional,Mbau-Ini Dispensary,Kijabe,Lari,Lari,Kiambu,Kijabe Community Health Unit,703015,42289
semi-functional,Kagaa Health Centre,Kamburu,Lari,Lari,Kiambu,Kamburu Community Health Unit,703014,42472
Fully-functional,Jaber Dispensary,Muhoroni Koru,Muhoroni,Muhoroni,Kisumu,Tonde Community Health Unit,703013,39968
semi-functional,Lari Hospital,Lari/Kirenga,Lari,Lari,Kiambu,Kirenga Community Health Unit,703012,41064
Fully-functional,Muhoroni County Hospital,Muhoroni Koru,Muhoroni,Muhoroni,Kisumu,Owaga Community Health Unit,703011,39875
Fully-functional,Gitithia Dispensary,Lari/Kirenga,Lari,Lari,Kiambu,Gitithia Community Health Unit,703010,42860
semi-functional,Gituamba Mathore Dispensary,Lari/Kirenga,Lari,Lari,Kiambu,Gituamba Mathore Community Health Unit,703009,43171
semi-functional,Kagaa Health Centre,Kamburu,Lari,Lari,Kiambu,Kagaa Community Health Unit,703008,41068
Fully-functional,Kagwe Dispensary,Nyanduma,Lari,Lari,Kiambu,Kagwe Community Health Unit,703007,42863
Fully-functional,Karatina Model Health Centre,Nyanduma,Lari,Lari,Kiambu,Nyanduma Community Health Unit,703006,42863
Fully-functional,Wangige Sub County Hospital,Kabete,Kabete,Kabete,Kiambu,Bethsaida Community Health Unit,703005,43475
Fully-functional,Kahuho Community Dispensary,Muguga,Kabete,Kabete,Kiambu,Cura Community Health Unit,703004,43529
Fully-functional,Wangige Sub County Hospital,Kabete,Kabete,Kabete,Kiambu,Mwigakiwa Community Health Unit,703003,43502
Fully-functional,Uthiru Health Centre,Uthiru,Kabete,Kabete,Kiambu,Shandugi Community Health Unit,703002,40422
Fully-functional,Kahuho Community Dispensary,Muguga,Kabete,Kabete,Kiambu,Muguga In Action Community Health Unit,703001,41107
Fully-functional,Takawiri Dispensary,Mfangano Island,Mbita,Mbita,Homa Bay,Takawiri Community Health Unit,703000,43535
Fully-functional,Ringiti Dispensary,Mfangano Island,Mbita,Mbita,Homa Bay,Ringiti Community Health Unit,702999,43528
Fully-functional,Riabai Dispensary,Riabai,Kiambu,Kiambu Town,Kiambu,Kihingo Community Health Unit,702998,43357
Fully-functional,Kiambu County Referal Hospital,Township,Kiambu,Kiambu Town,Kiambu,Kanunga Community Health Unit,702997,43222
semi-functional,Kiambu County Referal Hospital,Township,Kiambu,Kiambu Town,Kiambu,Kiamumbi Community Health Unit,702996,43221
Fully-functional,Kamae Forest Dispensary,Kinale,Lari,Lari,Kiambu,Kamae Community Health Unit,702995,39539
Fully-functional,Mutonya Dispensary,Gatongora,Ruiru,Ruiru,Kiambu,Gatong'ora Community Health Unit,702994,43411
Fully-functional,Lang'ata Health Centre (Ruiru),Kiuu,Ruiru,Ruiru,Kiambu,Mwiki Community Health Unit,702993,43101
Fully-functional,Mutonya Dispensary,Gatongora,Ruiru,Ruiru,Kiambu,Mwanamukia Community Health Unit,702991,43348
Fully-functional,Githunguri Health Centre (Ruiru),Biashara,Ruiru,Ruiru,Kiambu,Githunguri B Community Health Unit,702990,43327
Fully-functional,Ruiru Sub-County Hospital,Biashara,Ruiru,Ruiru,Kiambu,Wataalam Community Health Unit,702989,43383
Fully-functional,Ruiru Sub-County Hospital,Biashara,Ruiru,Ruiru,Kiambu,Kihunguro Community Health Unit,702988,43252
Fully-functional,Lang'ata Health Centre (Ruiru),Kiuu,Ruiru,Ruiru,Kiambu,Kiuu Community Health Unit,702987,43264
Fully-functional,Rangwe Sub-District Hospital,West Gem,Rangwe,Rangwe,Homa Bay,Lower Koyolo Community Health Unit,702986,39965
Fully-functional,Rangwe Sub-District Hospital,West Gem,Rangwe,Rangwe,Homa Bay,Lower Kajulu Community Health Unit,702985,40708
Fully-functional,Rangwe Sub-District Hospital,West Gem,Rangwe,Rangwe,Homa Bay,Central Genga Community Health Unit,702984,41066
Fully-functional,Nyawawa Dispensary,West Gem,Rangwe,Rangwe,Homa Bay,Upper Genga Community Health Unit,702983,41444
semi-functional,Gachororo Health Centre,Juja,Juja,Juja,Kiambu,Mung'etho Community Health Unit,702982,43221
Fully-functional,Nduga Dispensary,West Gem,Gem,Gem,Siaya,Lower Genga Community Health Unit,702981,40702
semi-functional,Gachororo Health Centre,Juja,Juja,Juja,Kiambu,No 4 Community Health Unit,702980,43221
Fully-functional,Oneno Dispensary,Kochia,Rangwe,Rangwe,Homa Bay,Korayo Community Health Unit,702979,40709
Fully-functional,Kager Dispensary,Kochia,Rangwe,Rangwe,Homa Bay,Upper Kowili Community Health Unit,702978,41073
Fully-functional,Nyagoro Health Centre,Kochia,Rangwe,Rangwe,Homa Bay,Upper Kamenya Community Health Unit,702977,40332
Fully-functional,Nyagoro Health Centre,Kochia,Rangwe,Rangwe,Homa Bay,Lower Kamenya Community Health Unit,702976,39974
Fully-functional,Nyarut Health Centre,Kochia,Rangwe,Rangwe,Homa Bay,Lower Kowili Community Health Unit,702975,41073
Fully-functional,Obwanda Dispensary,Kagan,Rangwe,Rangwe,Homa Bay,Kanyarwanda Community Health Unit,702974,40696
Fully-functional,Nyawita Dispensary,Kagan,Rangwe,Rangwe,Homa Bay,Upper Gongo Community Health Unit,702973,41430
Fully-functional,Gongo Dispensary,Kagan,Rangwe,Rangwe,Homa Bay,Lower Gongo Community Health Unit,702972,41068
Fully-functional,Wikoteng Dispensary,East Gem,Rangwe,Rangwe,Homa Bay,Upper Kajulu Community Health Unit,702971,40696
Fully-functional,Wikoteng Dispensary,East Gem,Rangwe,Rangwe,Homa Bay,Central Kajulu Community Health Unit,702970,40337
Fully-functional,Rariw Dispensary,East Gem,Rangwe,Rangwe,Homa Bay,Upper Koyolo Community Health Unit,702969,40338
Fully-functional,Rariw Dispensary,East Gem,Rangwe,Rangwe,Homa Bay,Upper Kotieno Community Health Unit,702968,40702
Fully-functional,Nyambare Dispensary,East Gem,Rangwe,Rangwe,Homa Bay,Lower Kotieno Community Health Unit,702967,40611
Fully-functional,Nkutuk Elmuget Dispensary,Wamba West,Samburu East,Samburu East,Samburu,Nkutuk Emulget Community Health Unit,702965,43435
Fully-functional,Kiltamany Dispensary,Wamba West,Samburu East,Samburu East,Samburu,Kiltamany Community Health Unit,702963,43406
Fully-functional,Maralal District Hospital,Maralal,Samburu Central,Samburu Central,Samburu,Mlimani Community Health Unit,702962,43437
Fully-functional,Lpartuk Dispensary,Maralal,Samburu Central,Samburu Central,Samburu,Lpartuk Community Health Unit,702961,43466
Fully-functional,Kambusu Dispensary,Matungulu East,Matungulu,Matungulu,Machakos,Kambusu Community Health Unit,702960,43389
Fully-functional,Kambusu Dispensary,Matungulu East,Matungulu,Matungulu,Machakos,Mwatati Community Health Unit,702959,43383
Fully-functional,Mutonya Dispensary,Gatongora,Ruiru,Ruiru,Kiambu,Mamaland Community Health Unit,702958,43252
semi-functional,Muvuti Dispensary,Muvuti/Kiima-kimwe,Machakos Town,Machakos,Machakos,Muvuti Community Health Unit,702957,43447
semi-functional,Approved School Dispensary (Machakos),Muvuti/Kiima-kimwe,Machakos Town,Machakos,Machakos,Katoloni Community Health Unit,702956,43447
semi-functional,Iluvya Dispenasary,Muvuti/Kiima-kimwe,Machakos Town,Machakos,Machakos,Iluvya Community Health Unit,702955,43447
semi-functional,Ikulu Dispensary,Muvuti/Kiima-kimwe,Machakos Town,Machakos,Machakos,Mwanyani Community Health Unit,702954,43447
semi-functional,Makyau Dispensary,Mua,Machakos Town,Machakos,Machakos,Kyanda Community Health Unit,702953,43447
semi-functional,Mua Hills Dispensary,Mua,Machakos Town,Machakos,Machakos,Ngelani Community Health Unit,702952,43447
semi-functional,Apdk Dispensary (Machakos),Machakos Central,Machakos Town,Machakos,Machakos,Katelembo Community Health Unit,702951,43447
semi-functional,Machakos County Referral Hospital,Machakos Central,Machakos Town,Machakos,Machakos,Mjini Community Health Unit,702950,43447
semi-functional,Mutituni Health Centre,Mutituni,Machakos Town,Machakos,Machakos,Kivutini Community Health Unit,702949,43447
semi-functional,Athi River Health Centre,Athi River,Mavoko,Athi River,Machakos,Oleeshaiki Community Health Unit,702948,43468
semi-functional,Sikia dispensary,Kinanie,Mavoko,Athi River,Machakos,Mathatani Community Health Unit,702947,43468
semi-functional,Kola Health Centre,Kola,Machakos Town,Kalama,Machakos,Katanga Community Health Unit,702946,43252
semi-functional,Kola Health Centre,Kola,Machakos Town,Kalama,Machakos,Kola Community Health Unit,702945,43252
semi-functional,Mutuyu Dispensary,Kalama,Machakos Town,Kalama,Machakos,Nziuni Community Health Unit,702944,43252
semi-functional,Kiitini Dispensary,Kalama,Machakos Town,Kalama,Machakos,Kiitini Community Health Unit,702943,43252
semi-functional,Konza Dispensary,Kalama,Machakos Town,Kalama,Machakos,Konza Community Health Unit,702942,43252
semi-functional,Kalama Dispensary,Kalama,Machakos Town,Kalama,Machakos,Kyangala Community Health Unit,702941,43252
semi-functional,Nzaini Dispensary,Kola,Machakos Town,Kalama,Machakos,Iiyuni Community Health Unit,702940,43252
semi-functional,Ivutini Dispensary,Kalama,Machakos Town,Kalama,Machakos,Kinoi Community Health Unit,702939,43252
semi-functional,Kimutwa Dispensary,Kalama,Machakos Town,Kalama,Machakos,Kimutwa Community Health Unit,702938,43252
semi-functional,Kimutwa Dispensary,Kalama,Machakos Town,Kalama,Machakos,Kaathi Community Health Unit,702937,43252
Fully-functional,Mutuyu Dispensary,Kalama,Machakos Town,Kalama,Machakos,Kakayuni Community Health Unit,702936,43252
semi-functional,Kathaana Dispensary,Kangundo West,Kangundo,Kangundo,Machakos,Kithongoni Community Health Unit,702935,43466
semi-functional,Kangundo Sub county Hospital,Kangundo Central,Kangundo,Kangundo,Machakos,Maiuni Community Health Unit,702934,43466
semi-functional,Misyani Catholic Health Centre,Kangundo North,Kangundo,Kangundo,Machakos,Kiliku Community Health Unit,702933,43466
semi-functional,Kangundo Sub county Hospital,Kangundo Central,Kangundo,Kangundo,Machakos,Mulingana Community Health Unit,702932,43466
semi-functional,Kikalu Dispensary,Kangundo West,Kangundo,Kangundo,Machakos,Mbusyani Community Health Unit,702930,43466
semi-functional,Kathome Dispensary,Kangundo East,Kangundo,Kangundo,Machakos,Kavilinguni Community Health Unit,702929,43466
Fully-functional,School For The Deaf (Machakos),Machakos Central,Machakos Town,Machakos,Machakos,Kasinga Community Health Unit,702928,43447
