Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
19387,Maraa Catholic Dispensary,Maraa Catholic Dispenary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Meru,South Imenti,Imenti South,Mitunguu,Operational,No,No,Yes,No,,Yes,Yes,No
19368,Siksik Dispensary,Siksik Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kaptumo/Kaboi,Operational,No,No,No,No,,Yes,Yes,No
19366,Kibisem Dispensary,Kibisem Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Tinderet,Tinderet,Chemelil/Chemase,Operational,No,No,No,No,,Yes,Yes,No
19365,Masombor Community Dispensary,Masomor Community Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kaptumo/Kaboi,Operational,No,No,No,No,,Yes,Yes,No
19364,Kibongwa Dispensary,Kibongwa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Tinderet,Tinderet,Chemelil/Chemase,Operational,No,No,No,No,,Yes,Yes,No
19363,Kesogon Dispensary,Kesogon Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kobujoi,Operational,No,No,No,No,,Yes,Yes,No
19362,Kereri Dispensary,Kereri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kabwareng,Operational,No,No,No,No,,Yes,Yes,No
19361,Kapsoiyo Dispensary,Kapsoiyo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Koyo/Ndurio,Operational,No,No,No,No,,Yes,Yes,No
19360,Enego Dispensary,Enego Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Koyo/Ndurio,Operational,No,No,No,No,,Yes,Yes,No
19350,Mworoga Dispensary,Mworoga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tharaka Nithi,Maara,Mwimbi,Mwimbi,Operational,No,No,Yes,No,,Yes,Yes,No
19327,Irmarba Mission Dispensary,Irmarba Mission Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Kajiado,Kajiado Central,Kajiado Central,Matapato North,Operational,No,No,No,No,,Yes,Yes,No
19326,Nduri-Sarma Dispensary,Ndurio-Sarma Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Koyo/Ndurio,Operational,No,No,No,No,,Yes,Yes,No
19282,Kiptenden Dspensary (Nandi Central),Kiptenden Dspensary (Nandi Central),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Emgwen,Emgwen,Kilibwoni,Operational,No,No,No,No,,Yes,Yes,No
19267,Oloirimirim Dispensary,Oloirimirim Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kajiado,Kajiado Central,Kajiado Central,Matapato South,Operational,No,No,Yes,No,,Yes,Yes,No
19260,Mitume Dispensary Kitale,Mitume Dispensary KItale,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,Trans Nzoia,Saboti,Saboti,Tuwani,Operational,No,No,Yes,No,,Yes,Yes,No
19251,Kipegenda Dispensary,Kipkegenda  Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Koyo/Ndurio,Operational,No,No,No,No,,Yes,Yes,No
19243,Burjon Dispensary,Burjon Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Mandera,Mandera North,Mandera North,Rhamu Dimtu,Operational,No,No,No,No,,Yes,Yes,No
19242,Kwa Kilui Dispensary,Kwa Kailui Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Rural,Kitui Rural,Kwavonza/Yatta,Operational,No,No,No,No,,Yes,Yes,No
19233,Kiima Kiu Dispensary,Kiima Kiu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kilome,Kilome,Kima Kiu/Kalanzoni,Operational,No,No,No,No,,Yes,Yes,No
19231,St Marks Kigari Teachers College Dispensary,St Marks Kigari Teachers College Dispensary,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Kenya MPDB,0,0,0,Embu,Manyatta,Manyatta,Ruguru-ngandori,Operational,No,No,No,No,,Yes,Yes,No
19226,Nguviu Boys High School Clinic,Nguviu Boys High School Clinic,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Kenya MPDB,0,0,0,Embu,Manyatta,Manyatta,Nginda,Operational,No,No,No,No,,Yes,Yes,No
19224,CDF Kiriari Dispensary,Kiriari CDF Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Manyatta,Manyatta,Ruguru-ngandori,Operational,No,No,No,No,,Yes,Yes,No
19209,Kamelilo Dispensary,Kamelilo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Tinderet,Tinderet,Songhor/Soba,Operational,No,No,No,No,,Yes,Yes,No
19208,Naretisho Dispensary,Naretisho Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Ministry of Health,0,0,0,Kajiado,Kajiado East,Kajiado East,Kenyawa-poka,Operational,No,No,No,No,,Yes,Yes,No
19207,Chemamul Dispensary (Tinderet),Chemamul Dispensary (Tinderet),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Tinderet,Tinderet,Tinderet,Operational,No,No,No,No,,Yes,Yes,No
19189,Kamkomani Dispensary,Kamkomani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Kilifi,Kaloleni,Kaloleni,Mariakani,Operational,No,No,No,No,,Yes,Yes,No
19188,Machungulu Dispensary,Machungulu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe Central,Igembe Central,Akirang'ondu,Operational,No,No,No,No,,Yes,Yes,No
19185,Athirunjine Runjine Dispensary,Athirunjine Runjine Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe Central,Igembe Central,Athiru Ruujine,Operational,No,No,Yes,No,,Yes,Yes,No
19182,MCF Yatta,MCF Yatta,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,0,Machakos,Yatta,Yatta,Kithimani,Operational,No,No,No,No,,Yes,Yes,No
19150,Konton Dispensary,Konton Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,2,6,Wajir,Wajir East,Wajir East,Khorof/Harar,Operational,No,No,Yes,No,,Yes,Yes,No
19148,Kathungi Dispensary,Kathungi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Central,Kitui Central,Mulango,Operational,No,No,No,No,,Yes,Yes,No
19147,Mangina Dispensary,Mangina Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Central,Kitui Central,Kyangwithya West,Operational,No,No,No,No,,Yes,Yes,No
19146,Thamare Dispensary,Thamare Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe Central,Igembe Central,Njia,Operational,No,No,No,No,,Yes,Yes,No
19145,Kitundu Dispensary (Kitui Central),Kitundu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Central,Kitui Central,Mulango,Operational,No,No,No,No,,Yes,Yes,No
19143,Kirimampio Dispensary,Kirimampio Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe South,Igembe South,Athiru Gaiti,Operational,No,No,No,No,,Yes,Yes,No
19141,Thuuru Dispensary,Thuuru Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe Central,Igembe Central,Njia,Operational,No,No,No,No,,Yes,Yes,No
19130,Sr Rhoda Medical Clinic,Sr Rhoda Medical Clinic,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Meru,Buuri,Buuri,Timau,Operational,No,No,Yes,No,,Yes,Yes,No
19129,Ruiri MCK Medical Centre,Ruiri MCK Medical Centre,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Meru,Buuri,Buuri,Ruiru/Rwawera,Operational,No,No,Yes,No,,Yes,Yes,No
19118,Nazarene Medical Clinic (Kitui West),Nazarene Medical Clinic (Kitui West),None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Kitui,Kitui West,Kitui West,Mutongoni,Operational,No,No,No,No,,Yes,Yes,No
19117,kakongo dispensary-Mwingi West,Kakongo Dispensary-Mwingi West,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Mwingi West,Mwingi West,Kiomo/Kyethani,Operational,No,No,No,No,,Yes,Yes,No
19116,Lemoru Trinity,Lemoru Trinity,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Uasin Gishu,Soy,Soy,Ziwa,Operational,No,No,No,No,,Yes,Yes,No
19110,Kiatineni Dispensary,Kiatineni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,1,1,Machakos,Masinga,Masinga,Ndithini,Operational,No,No,No,No,,Yes,Yes,No
19108,Imbirikani Dispensary,Imbirikani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Kajiado,Kajiado South,Loitokitok,Imbrikani/Eselelnkei,Operational,No,No,No,No,,Yes,Yes,No
19107,Makongoni Dispensary,Makongoni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui South,Kitui South,Mutomo,Operational,No,No,No,No,,Yes,Yes,No
19098,Qarsadamu Dispensary,Qarsadamu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Mandera,Mandera South,Mandera South,Shimbir Fatuma,Operational,No,No,No,No,,Yes,Yes,No
19097,KHE Farm Dispensary,KHE Farm Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Laikipia,Laikipia North,Laikipia North,Segera,Operational,No,No,No,No,,Yes,Yes,No
19067,Word of Faith Church Dispensary,Word of Faith Church Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Mombasa,Jomvu,Jomvu,Jomvu Kuu,Operational,No,No,Yes,No,,Yes,Yes,No
19035,Chonesus Clinic,Christian Home Network Of Kenya Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Nairobi,Kibra,Kibra,Lindi,Operational,No,No,Yes,No,,Yes,Yes,No
19032,Elele Dispensary,Elele Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Mandera,Mandera South,Mandera South,Wargudud,Operational,No,No,No,No,,Yes,Yes,No
19024,Dungicha Dispensary,Dungicha Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Ganze,Ganze,Ganze,Operational,No,No,No,No,,Yes,Yes,No
18970,Machengene Dispensary,Machengene Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania West,Tigania West,Mbeu,Operational,No,No,No,No,,Yes,Yes,No
18965,Acc&S Kariua Dispensary,Acc&s Kariua Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Muranga,Kandara,Kandara,Gaichanjiru,Operational,No,No,Yes,No,,Yes,Yes,No
18964,Leah Njoki Ndegwa Dispensary,ACK Leah Njoki Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Kiharu,Kiharu,Wangu,Operational,No,No,No,No,,Yes,Yes,No
18962,Gituuru Dispensary,Gituru Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Muranga,Gatanga,Gatanga,Kariara,Operational,No,No,No,No,,Yes,Yes,No
18961,Mwathene Dispensary,Mwathene Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania West,Tigania West,Nkomo,Operational,No,No,No,No,,Yes,Yes,No
18958,Ndunguni Dispensary,Ndunguni dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,2,5,Makueni,Kibwezi West,Kibwezi West,Nguu/Masumba,Operational,No,No,No,No,,Yes,Yes,No
18951,Mumui Dispensary,Mumui Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania West,Tigania West,Kianjai,Operational,No,No,No,No,,Yes,Yes,No
18942,Kamiti Maximum Clinic,Kamiti Maximum Clinic,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Roysambu,Roysambu,Kahawa West,Operational,No,No,Yes,No,,Yes,Yes,No
18930,Namarei Dispensary (Marsabit South),Namarei Dispensary(Marsabit south),None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,4,5,9,Marsabit,Laisamis,Laisamis,Korr/Ngurunit,Operational,No,No,No,No,,Yes,Yes,No
18929,Kurungu Dispensary,Kurungu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,Marsabit,Laisamis,Laisamis,Kargi/South Horr,Operational,No,No,No,No,,Yes,Yes,No
18910,Burgabo Dispensary,Burgabo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Marsabit,North Horr,North Horr,Turbi,Operational,No,No,No,No,,Yes,Yes,No
18899,Muthale Mission Hospital Satelite Clinic,Muthale Mission Hospital Satelite Clinic,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Kitui,Kitui Central,Kitui Central,Township,Operational,No,No,No,No,,Yes,Yes,No
18892,Ong'amo Dispensary,Ong'amo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Kasipul,Rachuonyo South,West Kasipul,Operational,No,No,No,No,,Yes,Yes,No
18888,Consolata Shrine Dispensary (Deep Sea Nairobi),Consolata Shrine Dispensary (Deep Sea Nairobi),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,Yes,No,,Yes,Yes,No
18880,South Eastern Kenya University (Seku) Health Unit,South Eastern Kenya University (Seku) Health Unit,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Rural,Kitui Rural,Kwavonza/Yatta,Operational,No,No,Yes,No,,Yes,Yes,No
18879,Kenyatta University Kitui Campus Health Unit,Kenyatta University Kitui Campus Health Unit,None,Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Rural,Kitui Rural,Kwavonza/Yatta,Operational,No,No,Yes,No,,Yes,Yes,No
18877,Otange Dispensary,Otange Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,6,6,12,Homa Bay,Ndhiwa,Ndhiwa,Kanyikela,Operational,No,No,No,No,,Yes,Yes,No
18876,Kachuth Dispensary,Kachuth Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Ndhiwa,Ndhiwa,Kwabwai,Operational,No,No,No,No,,Yes,Yes,No
18875,Hope World Wide Nakuru,Hope World Wide Nakuru,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Nakuru,Nakuru Town East,Nakuru East,Biashara,Operational,No,No,No,No,,Yes,Yes,No
18874,Got Kamondi Dispensary,Got Kamondi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Kabondo Kasipul,Kabondo Kasipul,Kabondo East,Operational,No,No,No,No,,Yes,Yes,No
18873,Wondeni Dispensary,Wondeni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,5,2,7,Machakos,Machakos Town,Machakos,Muvuti/Kiima-kimwe,Operational,No,No,No,No,,Yes,Yes,No
18872,K K Mwethe Diispensary,KK Mwethe DIspensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania East,Tigania East,Kinguchwa,Operational,No,No,No,No,,Yes,Yes,No
18871,Ankamia Dispensary,Ankamia Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania East,Tigania East,Thangatha,Operational,No,No,No,No,,Yes,Yes,No
18869,Kandebene Dispensary,Kandebene dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania West,Tigania West,Athwana,Operational,No,No,No,No,,Yes,Yes,No
18868,Matabithi Dispensary,Matabithi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania East,Tigania East,Muthara,Operational,No,No,No,No,,Yes,Yes,No
18867,Nyabondo Rehabilitation Centre,Nyabondo Rehabilitation Centre,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kisumu,Nyakach,Nyakach,South East Nyakach,Operational,No,No,No,No,,Yes,Yes,No
18866,Gari Dispensary (nyakach),Gari Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Kabondo Kasipul,Kabondo Kasipul,Kabondo East,Operational,No,No,Yes,No,,Yes,Yes,No
18865,Nyabola CDF Dispensary,Nyabola CDF Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisumu,Nyakach,Nyakach,Central Nyakach,Operational,No,No,Yes,No,,Yes,Yes,No
18864,Igarii Dispensary,Igarii Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania East,Tigania East,Thangatha,Operational,No,No,No,No,,Yes,Yes,No
18863,Mulika Dispensary,Mulika Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania East,Tigania East,Mikinduri,Operational,No,No,No,No,,Yes,Yes,No
18860,Wellness Program KWS Hq,Wellness Program KWS HQ,None,Level 2,Dispensary,DISPENSARY,Public Institution - Parastatal,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,No,No,,Yes,Yes,No
18854,Jirime Dispensary,Jirime Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Marsabit,Saku,Saku,Marsabit Central,Operational,No,No,No,No,,Yes,Yes,No
18850,Kiroone Dispensary,Kiroone Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,South Imenti,Imenti South,Igoji West,Operational,No,No,No,No,,Yes,Yes,No
18849,Ngongo Dispensary,Ngongo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,South Imenti,Imenti South,Abogeta West,Operational,No,No,No,No,,Yes,Yes,No
18848,Kiangua Dispensary,Kiangua Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,South Imenti,Imenti South,Igoji West,Operational,No,No,No,No,,Yes,Yes,No
18847,Kathithine Dispensary,Kathithine Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,South Imenti,Imenti South,Abogeta East,Operational,No,No,No,No,,Yes,Yes,No
18846,Eliye Springs Community Dispensary,Eliye Springs Community Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Turkana,Turkana Central,Turkana Central,Kang'atotha,Operational,No,No,Yes,No,,Yes,Yes,No
18835,AIC Biribiriet Dispensary,AIC Biribiriet Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Trans Nzoia,Cherangany,Cherangany,Makutano,Operational,No,No,No,No,,Yes,Yes,No
18831,Malabot Dispensary (North Horr),Malabot Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Marsabit,North Horr,North Horr,North Horr,Operational,No,No,No,No,,Yes,Yes,No
18824,Mbaruk Dispensary,Mbaruk Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Gilgil,Gilgil,Mbaruk/Eburu,Operational,No,No,No,No,,Yes,Yes,No
18821,Abakaile Dispensary,Abakaile Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Garissa,Daadab,Dadaab,Abakaile,Operational,No,No,No,No,,Yes,Yes,No
