run,cached,step,type,request_id,ip_addr,full_url,url,documentURL,is_secure,method,host,frame_id,responseCode,request_type,load_ms,ttfb_ms,load_start,load_start_float,bytesIn,objectSize,objectSizeUncompressed,expires,cacheControl,contentType,contentEncoding,socket,protocol,dns_start,dns_end,connect_start,connect_end,ssl_start,ssl_end,initiator,initiator_line,initiator_column,initiator_function,initiator_type,priority,initial_priority,bytesOut,score_cache,score_cdn,score_gzip,score_cookies,score_keep-alive,score_compress,dns_ms,connect_ms,ssl_ms,gzip_total,gzip_save,image_total,image_save,cache_time,cdn_provider,created,netlog_id,final_base_page,is_base_page,load_end,ttfb_start,ttfb_end,download_start,download_end,download_ms,all_start,all_end,all_ms,index,number,cpu.EvaluateScript,cpu.v8.compile,cpu.FunctionCall,cpuTime,renderBlocking,socket_group,http2_stream_id,http2_stream_dependency,http2_stream_weight,http2_stream_exclusive,tls_version,tls_resumed,tls_next_proto,tls_cipher_suite,server_port,
1,0,Step_2,3,285882.8,104.18.94.41,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/fo/1109849240:1783717222:TNXY4k-0leOKGwlzvwe-60T2U8LQ3OaWL9s0EAoEvPw/a192dc26e9b7f047/oG5KPwGVZW.9eePfl5yLL90.mBOhet6YV5ZotTRXP0E-1783721022-1.2.1.1-0tB5QHg4IgA_9qsN_TzMQhOfDSeQLyRBDiC8piFlasOudrLQHhAPfqbzpOK21Gi0,/cdn-cgi/challenge-platform/h/g/fo/1109849240:1783717222:TNXY4k-0leOKGwlzvwe-60T2U8LQ3OaWL9s0EAoEvPw/a192dc26e9b7f047/oG5KPwGVZW.9eePfl5yLL90.mBOhet6YV5ZotTRXP0E-1783721022-1.2.1.1-0tB5QHg4IgA_9qsN_TzMQhOfDSeQLyRBDiC8piFlasOudrLQHhAPfqbzpOK21Gi0,,1,POST,challenges.cloudflare.com,4F65499C8D2DCD56F6CE18740FFBC099,200,XHR,847.00,302.00,"3,617.00","3,617.00",321444,321444,489512,,,text/plain,br,831,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/t5n60/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto,0,144016,SA,script,High,High,3787,0,100,100,0,100,-1,-1.00,-1.00,-1.00,322673,0,,,0.00,Cloudflare,3616,864,0,0,"4,464.00","3,617.00","3,919.00","3,919.00","4,464.00",545.00,"3,617.00","4,464.00",847.00,9,10,,,,,,,,,,,,,,,,
1,0,Step_2,3,285882.10,104.18.94.41,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/pat/a192dc26e9b7f047/1783721023556/2fcc7b59bebff99b14dfd5d3e465a96eba6a46e897502fb988ca45c59ece2b73/yLIwui8qYbYoql9,/cdn-cgi/challenge-platform/h/g/pat/a192dc26e9b7f047/1783721023556/2fcc7b59bebff99b14dfd5d3e465a96eba6a46e897502fb988ca45c59ece2b73/yLIwui8qYbYoql9,,1,GET,challenges.cloudflare.com,C0F74C28391BC31A5A0CC339F6907D06,401,Fetch,179.00,178.00,"4,704.00","4,704.00",1,1,1,,,text/plain,,831,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,blob:https://challenges.cloudflare.com/4967aaf4-99fe-4457-8e92-d37019c52386,0,251,onmessage,script,High,High,1885,-1,100,-1,0,-1,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,4703,876,0,0,"4,883.00","4,704.00","4,882.00","4,882.00","4,883.00",1.00,"4,704.00","4,883.00",179.00,10,11,,,,,,,,,,,,,,,,
1,0,Step_2,3,285882.13,104.18.94.41,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/ci/a192dc26e9b7f047/1783721023557/PyvBrBzpLf4ohg_,/cdn-cgi/challenge-platform/h/g/ci/a192dc26e9b7f047/1783721023557/PyvBrBzpLf4ohg_,,1,GET,challenges.cloudflare.com,4F65499C8D2DCD56F6CE18740FFBC099,200,Image,182.00,177.00,"5,284.00","5,284.00",2255,2255,2255,,,image/png,,831,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/t5n60/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto,0,263554,dr,script,Low,Low,2671,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,2255,0.00,Cloudflare,5283,903,0,0,"5,466.00","5,284.00","5,461.00","5,461.00","5,466.00",5.00,"5,284.00","5,466.00",182.00,11,12,,,,,non_blocking,,,,,,,,,,,
1,0,Step_2,3,285882.16,104.18.94.41,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/fo/1109849240:1783717222:TNXY4k-0leOKGwlzvwe-60T2U8LQ3OaWL9s0EAoEvPw/a192dc26e9b7f047/oG5KPwGVZW.9eePfl5yLL90.mBOhet6YV5ZotTRXP0E-1783721022-1.2.1.1-0tB5QHg4IgA_9qsN_TzMQhOfDSeQLyRBDiC8piFlasOudrLQHhAPfqbzpOK21Gi0,/cdn-cgi/challenge-platform/h/g/fo/1109849240:1783717222:TNXY4k-0leOKGwlzvwe-60T2U8LQ3OaWL9s0EAoEvPw/a192dc26e9b7f047/oG5KPwGVZW.9eePfl5yLL90.mBOhet6YV5ZotTRXP0E-1783721022-1.2.1.1-0tB5QHg4IgA_9qsN_TzMQhOfDSeQLyRBDiC8piFlasOudrLQHhAPfqbzpOK21Gi0,,1,POST,challenges.cloudflare.com,4F65499C8D2DCD56F6CE18740FFBC099,200,XHR,461.00,424.00,"6,318.00","6,318.00",39854,39854,114568,,,text/plain,br,831,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/t5n60/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto,0,144016,SA,script,High,High,3790,0,100,100,0,100,-1,-1.00,-1.00,-1.00,40132,0,,,0.00,Cloudflare,6316,931,0,0,"6,779.00","6,318.00","6,742.00","6,742.00","6,779.00",37.00,"6,318.00","6,779.00",461.00,12,13,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.18,172.67.195.87,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/fo/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf,/cdn-cgi/challenge-platform/h/g/fo/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf,,1,POST,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,200,XHR,"1,482.00",357.00,221.00,221.00,319914,319914,482024,,,text/plain,zstd,956,h3,4.00,4.00,4.00,4.00,4.00,220.00,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dc196b24253d,2,58134,dV,script,High,High,5947,0,100,-1,0,100,-1,0.00,0.00,216.00,,,,,0.00,Cloudflare,0,946,1,1,"1,703.00",221.00,578.00,578.00,"1,703.00","1,125.00",4.00,"1,703.00","1,698.00",0,1,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.19,172.67.195.87,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/eb/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf/managed,/cdn-cgi/challenge-platform/h/g/eb/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf/managed,,1,POST,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,200,XHR,228.00,228.00,223.00,223.00,2,2,2,,,text/html,,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dc196b24253d,0,16958,a.<computed>,script,High,High,5503,-1,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,35,957,0,0,451.00,223.00,451.00,451.00,451.00,0.00,223.00,451.00,228.00,1,2,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.21,172.67.195.87,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/pat/a192dc196b24253d/1783721065422/aea768e642c4cb8288dd64790bb24812d83dad30d578e66a45f666f086d568ce/D0KNA-Teu-7jp1j,/cdn-cgi/challenge-platform/h/g/pat/a192dc196b24253d/1783721065422/aea768e642c4cb8288dd64790bb24812d83dad30d578e66a45f666f086d568ce/D0KNA-Teu-7jp1j,,1,GET,www.civiceducationkenya.com,,401,Fetch,213.00,212.00,"2,207.00","2,207.00",1,1,1,,,text/plain,,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,blob:https://www.civiceducationkenya.com/30edbe9a-9555-4761-ab5c-d08fc3e63bf4,0,251,onmessage,script,High,High,3496,-1,100,-1,0,-1,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,2205,970,0,0,"2,420.00","2,207.00","2,419.00","2,419.00","2,420.00",1.00,"2,207.00","2,420.00",213.00,2,3,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.24,172.67.195.87,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/ci/a192dc196b24253d/1783721065423/Tl09tLt7t559EOC,/cdn-cgi/challenge-platform/h/g/ci/a192dc196b24253d/1783721065423/Tl09tLt7t559EOC,,1,GET,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,200,Image,215.00,211.00,"2,942.00","2,942.00",4080,4080,4080,,,image/png,,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dc196b24253d,2,53807,dA,script,Low,Low,4822,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,4080,0.00,Cloudflare,2940,1007,0,0,"3,157.00","2,942.00","3,153.00","3,153.00","3,157.00",4.00,"2,942.00","3,157.00",215.00,3,4,,,,,non_blocking,,,,,,,,,,,
1,0,Step_3,3,285882.26,172.67.195.87,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/fo/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf,/cdn-cgi/challenge-platform/h/g/fo/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf,,1,POST,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,200,XHR,763.00,563.00,"3,423.00","3,423.00",211145,211145,328972,,,text/plain,zstd,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dc196b24253d,2,58134,dV,script,High,High,5950,0,100,75,0,100,-1,-1.00,-1.00,-1.00,212084,51077,,,0.00,Cloudflare,3422,1013,0,0,"4,186.00","3,423.00","3,986.00","3,986.00","4,186.00",200.00,"3,423.00","4,186.00",763.00,4,5,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.28,172.67.195.87,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/fo/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf,/cdn-cgi/challenge-platform/h/g/fo/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf,,1,POST,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,400,XHR,506.00,505.00,"4,963.00","4,963.00",121,121,121,,"private, max-age=0, no-store, no-cache, must-revalidate, post-check=0, pre-check=0",application/json,,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dc196b24253d,2,58134,dV,script,High,High,5950,-1,100,-1,0,-1,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,4960,1039,0,0,"5,469.00","4,963.00","5,468.00","5,468.00","5,469.00",1.00,"4,963.00","5,469.00",506.00,5,6,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.29,172.67.195.87,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/eb/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf/managed,/cdn-cgi/challenge-platform/h/g/eb/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dc196b24253d/QMCvxRSYeZiV09ojyV4X9XN2psgji5dCngvTfDcIvJU-1783721020-1.2.1.1-EemdpFXjTlQ7jEDUvfsOb73P5JqVe7jz2fcFF2QDVYm0l1gSj5SfqjI5FxWsbQjf/managed,,1,POST,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,200,XHR,214.00,214.00,"5,478.00","5,478.00",2,2,2,,,text/html,,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dc196b24253d,0,16958,a.<computed>,script,High,High,5503,-1,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,5477,1046,0,0,"5,692.00","5,478.00","5,692.00","5,692.00","5,692.00",0.00,"5,478.00","5,692.00",214.00,6,7,,,,,,,,,,,,,,,,
1,0,Step_3,3,3B87166FCB4147E4B035214B85A6BD0E,172.67.195.87,https://www.civiceducationkenya.com/legislative-tracker,/legislative-tracker,,1,GET,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,403,Document,220.00,217.00,"7,502.00","7,502.00",3800,3800,6157,,,text/html,zstd,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dc196b24253d,0,15108,,script,Highest,Highest,5107,-1,100,-1,0,-1,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,7501,1055,0,0,"7,722.00","7,502.00","7,719.00","7,719.00","7,722.00",3.00,"7,502.00","7,722.00",220.00,7,8,1,0,0,2.00,,,,,,,,,,,,
1,0,Step_3,3,285882.31,172.67.195.87,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dd601b9397ee,/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dd601b9397ee,,1,GET,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,200,Script,290.00,213.00,"7,768.00","7,768.00",80239,80239,223857,,"private, max-age=0, no-store, no-cache, must-revalidate, post-check=0, pre-check=0",application/javascript,zstd,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://www.civiceducationkenya.com/legislative-tracker,0,6114,,script,Low,Low,4996,-1,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,7766,1074,0,0,"8,058.00","7,768.00","7,981.00","7,981.00","8,058.00",77.00,"7,768.00","8,058.00",290.00,8,9,9,4,929,943.00,non_blocking,,,,,,,,,,,
1,0,Step_3,3,285882.32,172.67.195.87,https://www.civiceducationkenya.com/favicon.ico,/favicon.ico,,1,GET,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,304,Image,265.00,265.00,"8,083.00","8,083.00",0,0,152126,,"public, max-age=14400, must-revalidate",,,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dd601b9397ee,2,71627,Sk,script,High,Low,4984,-1,100,-1,0,-1,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,8080,1084,0,0,"8,348.00","8,083.00","8,348.00","8,348.00","8,348.00",0.00,"8,083.00","8,348.00",265.00,9,10,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.34,172.67.195.87,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/fo/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dd601b9397ee/MVGLCjMuXfvMbMAnc4RuM8M8iM9th1O.wwcRrrRFU58-1783721072-1.2.1.1-JLCrhpuoddOOD2bDPIYvEtgpheOgdulEaEHzSw.8vJC5tkZhq29edBuPnBkqyLoV,/cdn-cgi/challenge-platform/h/g/fo/1005415413:1783717220:-2RMY1R3ma8wrxXtjSjRy-cTPmPG8ip_JcAmMoepQ_w/a192dd601b9397ee/MVGLCjMuXfvMbMAnc4RuM8M8iM9th1O.wwcRrrRFU58-1783721072-1.2.1.1-JLCrhpuoddOOD2bDPIYvEtgpheOgdulEaEHzSw.8vJC5tkZhq29edBuPnBkqyLoV,,1,POST,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,200,XHR,246.00,220.00,"8,286.00","8,286.00",27951,27951,101272,,,text/plain,zstd,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://www.civiceducationkenya.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a192dd601b9397ee,2,105754,dV,script,High,High,5992,0,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,0.00,Cloudflare,8285,1110,0,0,"8,532.00","8,286.00","8,506.00","8,506.00","8,532.00",26.00,"8,286.00","8,532.00",246.00,10,11,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.35,172.67.195.87,https://www.civiceducationkenya.com/favicon.ico,/favicon.ico,,1,GET,www.civiceducationkenya.com,C0F74C28391BC31A5A0CC339F6907D06,304,Other,339.00,331.00,"8,357.00","8,357.00",25168,25168,152126,,"public, max-age=14400, must-revalidate",image/vnd.microsoft.icon,br,956,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,,,,,other,High,High,4999,-1,100,-1,0,-1,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,8356,1115,0,0,"8,696.00","8,357.00","8,688.00","8,688.00","8,696.00",8.00,"8,357.00","8,696.00",339.00,11,12,,,,,,,,,,,,,,,,
1,0,Step_3,3,DDF6BB659E305E256239F5B6596A21D6,104.18.94.41,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/3hs9a/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto,/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/3hs9a/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto,,1,GET,challenges.cloudflare.com,5C7867C24907A8E5C6D3883082392862,200,Document,710.00,187.00,"8,598.00","8,598.00",99163,99163,259043,,"private, max-age=0, no-store, no-cache, must-revalidate, post-check=0, pre-check=0",text/html,br,1130,h3,"8,593.00","8,593.00","8,593.00","8,593.00","8,593.00","8,759.00",https://challenges.cloudflare.com/turnstile/v0/g/73f5d73b1f13/api.js?onload=Jdvdh0&render=explicit,0,55668,I,script,Highest,Highest,2617,-1,100,100,0,100,-1,0.00,0.00,166.00,100735,0,,,,Cloudflare,8597,1131,0,0,"9,308.00","8,598.00","8,785.00","8,785.00","9,308.00",523.00,"8,593.00","9,308.00",876.00,12,13,22,15,1693,"1,730.00",,,,,,,,,,,,
1,0,Step_3,3,285882.38,104.18.94.41,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/fo/1109849240:1783717222:TNXY4k-0leOKGwlzvwe-60T2U8LQ3OaWL9s0EAoEvPw/a192dd66cdd541e2/SBKSbJwwkkDMYOJN78oJNRqPlDvbmLRkPdLp4Leq3Eo-1783721073-1.2.1.1-MMHICKoNsBxS_mFEULXwQAiPUv475UhgBPIVC.XnoGb98vyk6od884mvzu.cd2GO,/cdn-cgi/challenge-platform/h/g/fo/1109849240:1783717222:TNXY4k-0leOKGwlzvwe-60T2U8LQ3OaWL9s0EAoEvPw/a192dd66cdd541e2/SBKSbJwwkkDMYOJN78oJNRqPlDvbmLRkPdLp4Leq3Eo-1783721073-1.2.1.1-MMHICKoNsBxS_mFEULXwQAiPUv475UhgBPIVC.XnoGb98vyk6od884mvzu.cd2GO,,1,POST,challenges.cloudflare.com,5C7867C24907A8E5C6D3883082392862,200,XHR,839.00,311.00,"9,587.00","9,587.00",321822,321822,489272,,,text/plain,br,1130,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/3hs9a/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto,0,80636,SA,script,High,High,3787,0,100,100,0,100,-1,-1.00,-1.00,-1.00,323044,0,,,0.00,Cloudflare,9586,1153,0,0,"10,426.00","9,587.00","9,898.00","9,898.00","10,426.00",528.00,"9,587.00","10,426.00",839.00,13,14,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.40,104.18.94.41,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/pat/a192dd66cdd541e2/1783721074728/8603aafc4709036b29a1201d02e9215f53b719b4fb4868c59739c309955e837a/pKYoaP24bZbrfUq,/cdn-cgi/challenge-platform/h/g/pat/a192dd66cdd541e2/1783721074728/8603aafc4709036b29a1201d02e9215f53b719b4fb4868c59739c309955e837a/pKYoaP24bZbrfUq,,1,GET,challenges.cloudflare.com,C0F74C28391BC31A5A0CC339F6907D06,401,Fetch,182.00,179.00,"10,673.00","10,673.00",1,1,1,,,text/plain,,1130,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,blob:https://challenges.cloudflare.com/2279c841-9313-4edb-b733-66f56e10630b,0,251,onmessage,script,High,High,1885,-1,100,-1,0,-1,-1,-1.00,-1.00,-1.00,,,,,,Cloudflare,10672,1165,0,0,"10,855.00","10,673.00","10,852.00","10,852.00","10,855.00",3.00,"10,673.00","10,855.00",182.00,14,15,,,,,,,,,,,,,,,,
1,0,Step_3,3,285882.43,104.18.94.41,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/ci/a192dd66cdd541e2/1783721074728/USj3NiCyULhlReH,/cdn-cgi/challenge-platform/h/g/ci/a192dd66cdd541e2/1783721074728/USj3NiCyULhlReH,,1,GET,challenges.cloudflare.com,5C7867C24907A8E5C6D3883082392862,200,Image,185.00,179.00,"11,016.00","11,016.00",4703,4703,4703,,,image/png,,1130,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/3hs9a/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto,0,146299,dr,script,Low,Low,2671,0,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,4703,0.00,Cloudflare,11015,1194,0,0,"11,201.00","11,016.00","11,195.00","11,195.00","11,201.00",6.00,"11,016.00","11,201.00",185.00,15,16,,,,,non_blocking,,,,,,,,,,,
1,0,Step_3,3,285882.46,104.18.94.41,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/fo/1109849240:1783717222:TNXY4k-0leOKGwlzvwe-60T2U8LQ3OaWL9s0EAoEvPw/a192dd66cdd541e2/SBKSbJwwkkDMYOJN78oJNRqPlDvbmLRkPdLp4Leq3Eo-1783721073-1.2.1.1-MMHICKoNsBxS_mFEULXwQAiPUv475UhgBPIVC.XnoGb98vyk6od884mvzu.cd2GO,/cdn-cgi/challenge-platform/h/g/fo/1109849240:1783717222:TNXY4k-0leOKGwlzvwe-60T2U8LQ3OaWL9s0EAoEvPw/a192dd66cdd541e2/SBKSbJwwkkDMYOJN78oJNRqPlDvbmLRkPdLp4Leq3Eo-1783721073-1.2.1.1-MMHICKoNsBxS_mFEULXwQAiPUv475UhgBPIVC.XnoGb98vyk6od884mvzu.cd2GO,,1,POST,challenges.cloudflare.com,5C7867C24907A8E5C6D3883082392862,200,XHR,460.00,423.00,"12,239.00","12,239.00",39854,39854,114568,,,text/plain,br,1130,h3,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/3hs9a/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto,0,80636,SA,script,High,High,3790,0,100,100,0,100,-1,-1.00,-1.00,-1.00,40131,0,,,0.00,Cloudflare,12238,1220,0,0,"12,699.00","12,239.00","12,662.00","12,662.00","12,699.00",37.00,"12,239.00","12,699.00",460.00,16,17,,,,,,,,,,,,,,,,
2,0,Step_1,3,8136168451EC714081D5E87C5D0A9A18,172.67.195.87,https://www.civiceducationkenya.com/,/,,1,GET,www.civiceducationkenya.com,C31E41B78BC9ADA59E2D0138B347CF40,200,Document,446.00,385.00,403.00,403.00,3526,3526,8681,,"public, max-age=300, must-revalidate",text/html,zstd,140,h3,-9.00,165.00,165.00,165.00,165.00,393.00,https://www.civiceducationkenya.com/assets/index-O80M7bll.js,,,,script,Highest,Highest,2185,-1,100,56,0,100,-1,174.00,0.00,228.00,5942,2586,,,,Cloudflare,10,132,1,1,849.00,403.00,788.00,788.00,849.00,61.00,-9.00,849.00,848.00,0,1,14,1,1,15.00,,,,,,,,,,,,
